company_id,company_name,year,region,okved_section,h1_flag,h2_flag,h3_flag,h4_flag,h5_flag,h6_flag,h1_criticality,h2_criticality,h3_criticality,h4_criticality,h5_criticality,h6_criticality,h1_reason,h2_reason,h3_reason,h4_reason,h5_reason,h6_reason,anomaly_count,max_criticality_score
C0252,ООО «Атлас-Пром-252»,2025,Республика Крым,Рестораны и кафе,0,0,0,0,0,0,,,,,,,,,,,,,0,0
C0013,ООО «Партнёр-Сервис-013»,2024,Республика Крым,Грузоперевозки автомобильным транспортом,0,0,0,0,0,0,,,,,,,,,,,,,0,0
C0224,ПАО «Инвест-Ко-224»,2023,Ленинградская обл.,Производство металлоконструкций,0,0,0,0,0,0,,,,,,,,,,,,,0,0
C0016,АО «Промт-Групп-016»,2024,Новосибирская обл.,Производство металлоконструкций,0,0,0,0,1,0,,,,,medium,,,,,,"Выручка на сотрудника выше отрасли. Автоматизация, крупный контракт или высокая эффективность.",,1,2
C0377,АО «Трейд-Групп-377»,2025,Республика Саха (Якутия),Строительство зданий,0,0,0,0,0,0,,,,,,,,,,,,,0,0
C0082,АО «Финанс-Групп-082»,2024,Республика Саха (Якутия),Аудит и бухгалтерия,0,0,0,0,0,0,,,,,,,,,,,,,0,0
C0075,АО «Металл-Пром-075»,2024,Новгородская обл.,Аренда недвижимости,0,0,0,0,0,0,,,,,,,,,,,,,0,0
C0198,ПАО «Монолит-Корп-198»,2023,Республика Крым,Производство алкогольных напитков,0,0,0,0,0,0,,,,,,,,,,,,,0,0
C0137,ООО «Капитал-Инжиниринг-137»,2025,Вологодская обл.,Строительство зданий,0,0,1,0,0,0,,,low,,,,,,Маржа выше отрасли. Повышенная эффективность.,,,,1,1
C0254,ООО «Мастер-Инвест-254»,2024,Тюменская обл.,Управленческий консалтинг,1,0,1,0,1,1,critical,,critical,,medium,critical,Дивиденды выплачены при убытке. Агрессивная дивидендная политика или вывод средств.,,"Маржа существенно ниже отрасли. Аномалия учёта, демпинг или скрытые расходы.",,"Выручка на сотрудника выше отрасли. Автоматизация, крупный контракт или высокая эффективность.","Сработало 3 флагов (рисковых: 2): H1(div_at_loss), H3(-7.7), H5(+3.6). Многомерная аномалия.",4,4
C0468,ООО «Сигма-Пром-468»,2025,Севастополь,Грузоперевозки автомобильным транспортом,0,0,0,0,0,0,,,,,,,,,,,,,0,0
C0475,ПАО «Промт-Инвест-475»,2023,Санкт-Петербург,Строительство зданий,0,0,0,0,0,0,,,,,,,,,,,,,0,0
C0240,АО «Капитал-Логистик-240»,2024,Алтайский край,Производство металлоконструкций,0,0,0,0,0,0,,,,,,,,,,,,,0,0
C0175,АО «Северный-Сервис-175»,2025,Севастополь,IT-консалтинг,0,0,0,0,0,0,,,,,,,,,,,,,0,0
C0035,АО «Монолит-Холдинг-035»,2025,Республика Хакасия,Управленческий консалтинг,0,0,0,0,0,0,,,,,,,,,,,,,0,0
C0107,АО «Омега-Холдинг-107»,2025,Тамбовская обл.,Оптовая торговля,0,0,0,1,0,0,,,,high,,,,,,Повышенное финансовое давление по прокси-индикатору.,,,1,3
C0176,АО «Техно-Сервис-176»,2023,Чеченская Республика,Производство металлоконструкций,0,0,0,0,1,0,,,,,critical,,,,,,Экстремальная выручка на сотрудника при headcount=3. Вероятны транзитные операции или ошибка в данных.,,1,4
C0454,АО «Промт-Ко-454»,2025,Республика Ингушетия,Рестораны и кафе,0,0,0,0,0,0,,,,,,,,,,,,,0,0
C0011,ООО «Северный-Корп-011»,2025,Чувашская Республика,Оптовая торговля,0,0,0,0,0,0,,,,,,,,,,,,,0,0
C0439,АО «Прогресс-Логистик-439»,2025,Курская обл.,IT-консалтинг,0,0,1,0,0,0,,,low,,,,,,Маржа выше отрасли. Повышенная эффективность.,,,,1,1
C0064,ПАО «Сигма-Холдинг-064»,2025,Республика Хакасия,Строительство зданий,0,0,0,0,0,0,,,,,,,,,,,,,0,0
C0092,АО «Альфа-Групп-092»,2025,Курганская обл.,Лесозаготовка,0,0,0,0,0,0,,,,,,,,,,,,,0,0
C0341,АО «Южный-Маркет-341»,2023,Чувашская Республика,Производство хлебобулочных изделий,0,0,0,0,0,0,,,,,,,,,,,,,0,0
C0484,АО «Союз-Маркет-484»,2025,Севастополь,Разработка ПО,0,0,0,0,0,0,,,,,,,,,,,,,0,0
C0499,АО «Партнёр-Ко-499»,2023,Пермский край,Частная медицина,0,0,0,0,0,0,,,,,,,,,,,,,0,0
C0279,ООО «Южный-Инвест-279»,2024,Курганская обл.,Оптовая торговля,0,0,0,1,0,0,,,,high,,,,,,Повышенное финансовое давление по прокси-индикатору.,,,1,3
C0149,АО «Капитал-Холдинг-149»,2025,Ханты-Мансийский АО,Рестораны и кафе,0,0,0,0,0,0,,,,,,,,,,,,,0,0
C0271,АО «Металл-Торг-271»,2024,Приморский край,IT-консалтинг,0,0,0,0,0,0,,,,,,,,,,,,,0,0
C0343,АО «Инвест-Групп-343»,2024,Пензенская обл.,IT-консалтинг,0,0,0,0,0,0,,,,,,,,,,,,,0,0
C0312,АО «Капитал-Холдинг-312»,2023,Ямало-Ненецкий АО,Управленческий консалтинг,0,0,0,0,0,0,,,,,,,,,,,,,0,0
C0304,АО «Союз-Ко-304»,2024,Республика Мордовия,Электромонтажные работы,0,0,0,0,0,0,,,,,,,,,,,,,0,0
C0046,ООО «Атлас-Корп-046»,2024,Брянская обл.,Производство пластмасс,0,0,0,0,0,0,,,,,,,,,,,,,0,0
C0284,ООО «Трейд-Инжиниринг-284»,2023,Республика Калмыкия,Производство алкогольных напитков,0,0,0,0,0,0,,,,,,,,,,,,,0,0
C0481,ООО «Промт-Трейд-481»,2023,Хабаровский край,Розничная торговля,0,0,0,1,0,0,,,,high,,,,,,Повышенное финансовое давление по прокси-индикатору.,,,1,3
C0373,ООО «Промт-Маркет-373»,2025,Ямало-Ненецкий АО,Строительство зданий,1,0,1,1,0,1,critical,,critical,high,,critical,payout_ratio >= 1.5. Агрессивная дивидендная политика.,,"Маржа существенно ниже отрасли. Аномалия учёта, демпинг или скрытые расходы.",Повышенное финансовое давление по прокси-индикатору.,,"Сработало 3 флагов (рисковых: 3): H1(payout=142.7), H3(-4.1), H4(fpr=1.22). Многомерная аномалия.",4,4
C0097,ПАО «Партнёр-Трейд-097»,2024,Чукотский АО,Лесозаготовка,0,0,0,0,0,0,,,,,,,,,,,,,0,0
C0329,ООО «Финанс-Инжиниринг-329»,2023,Ханты-Мансийский АО,Гостиницы,0,0,0,0,0,0,,,,,,,,,,,,,0,0
C0287,АО «Металл-Инвест-287»,2023,Республика Марий Эл,Частная медицина,0,0,0,0,0,0,,,,,,,,,,,,,0,0
C0360,ПАО «Сигма-Пром-360»,2024,Рязанская обл.,IT-консалтинг,0,0,0,0,0,0,,,,,,,,,,,,,0,0
C0464,ООО «Строй-Холдинг-464»,2023,Оренбургская обл.,Транспортная логистика,0,0,0,0,0,0,,,,,,,,,,,,,0,0
C0393,ООО «Кристалл-Сервис-393»,2025,Ставропольский край,Частная медицина,0,0,0,0,0,0,,,,,,,,,,,,,0,0
C0286,АО «Инвест-Инвест-286»,2025,Самарская обл.,Строительство зданий,0,0,0,0,0,0,,,,,,,,,,,,,0,0
C0176,АО «Техно-Сервис-176»,2025,Чеченская Республика,Производство металлоконструкций,0,0,0,0,1,0,,,,,critical,,,,,,Экстремальная выручка на сотрудника при headcount=2. Вероятны транзитные операции или ошибка в данных.,,1,4
C0346,ПАО «Партнёр-Маркет-346»,2024,Пермский край,Управленческий консалтинг,0,0,0,0,0,0,,,,,,,,,,,,,0,0
C0355,АО «Северный-Инжиниринг-355»,2025,Республика Хакасия,Розничная торговля,0,0,0,0,0,0,,,,,,,,,,,,,0,0
C0338,АО «Промт-Инвест-338»,2025,Республика Крым,Производство пластмасс,0,0,0,0,1,0,,,,,medium,,,,,,"Выручка на сотрудника выше отрасли. Автоматизация, крупный контракт или высокая эффективность.",,1,2
C0261,АО «Монолит-Логистик-261»,2024,Республика Ингушетия,Розничная торговля,0,1,0,1,0,1,,high,,high,,critical,,Рост выручки при сокращении штата без роста производительности.,,Повышенное финансовое давление по прокси-индикатору.,,"Сработало 2 флагов (рисковых: 2): H2(risk), H4(fpr=1.28). Многомерная аномалия.",3,4
C0199,АО «Восточный-Плюс-199»,2023,Москва,Частная медицина,0,0,0,0,0,0,,,,,,,,,,,,,0,0
C0496,ООО «Финанс-Инжиниринг-496»,2025,Приморский край,Строительство зданий,0,0,0,0,0,0,,,,,,,,,,,,,0,0
C0403,ООО «Техно-Торг-403»,2023,Ханты-Мансийский АО,Производство металлоконструкций,0,0,0,0,0,0,,,,,,,,,,,,,0,0
C0467,ПАО «Ресурс-Ко-467»,2025,Республика Башкортостан,Производство металлоконструкций,0,0,1,0,0,0,,,critical,,,,,,"Маржа существенно ниже отрасли. Аномалия учёта, демпинг или скрытые расходы.",,,,1,4
C0466,АО «Гранит-Корп-466»,2024,Республика Крым,IT-консалтинг,0,0,0,0,0,0,,,,,,,,,,,,,0,0
C0267,АО «Монолит-Холдинг-267»,2023,Республика Мордовия,Электромонтажные работы,1,0,1,0,0,1,critical,,critical,,,critical,Дивиденды выплачены при убытке. Агрессивная дивидендная политика или вывод средств.,,"Маржа существенно ниже отрасли. Аномалия учёта, демпинг или скрытые расходы.",,,"Сработало 2 флагов (рисковых: 2): H1(div_at_loss), H3(-3.8). Многомерная аномалия.",3,4
C0124,ООО «Северный-Сервис-124»,2024,Ханты-Мансийский АО,Аренда недвижимости,0,1,0,0,0,0,,high,,,,,,Рост выручки при сокращении штата без роста производительности.,,,,,1,3
C0289,АО «Ресурс-Ко-289»,2023,Чеченская Республика,Производство пластмасс,0,0,1,0,0,0,,,low,,,,,,Маржа выше отрасли. Повышенная эффективность.,,,,1,1
C0498,АО «Гранит-Плюс-498»,2025,Красноярский край,Производство металлоконструкций,0,0,0,0,0,0,,,,,,,,,,,,,0,0
C0027,АО «Капитал-Торг-027»,2024,Курганская обл.,Гостиницы,0,0,0,0,0,0,,,,,,,,,,,,,0,0
C0201,ООО «Мастер-Сервис-201»,2023,Ярославская обл.,Рестораны и кафе,0,0,0,0,0,0,,,,,,,,,,,,,0,0
C0420,ООО «Восточный-Корп-420»,2024,Тамбовская обл.,Оптовая торговля,0,0,0,0,0,0,,,,,,,,,,,,,0,0
C0454,АО «Промт-Ко-454»,2024,Республика Ингушетия,Рестораны и кафе,0,0,0,0,0,0,,,,,,,,,,,,,0,0
C0053,ПАО «Партнёр-Инжиниринг-053»,2024,Республика Северная Осетия,Строительство зданий,0,0,0,0,0,0,,,,,,,,,,,,,0,0
C0141,ООО «Атлас-Сервис-141»,2024,Республика Бурятия,Рестораны и кафе,0,0,0,0,0,0,,,,,,,,,,,,,0,0
C0125,ПАО «Финанс-Маркет-125»,2024,Псковская обл.,Управленческий консалтинг,0,0,0,0,0,0,,,,,,,,,,,,,0,0
C0340,АО «Южный-Маркет-340»,2025,Челябинская обл.,Управленческий консалтинг,0,0,0,0,0,0,,,,,,,,,,,,,0,0
C0259,ООО «Атлас-Инвест-259»,2024,Республика Ингушетия,Производство алкогольных напитков,0,0,0,0,0,0,,,,,,,,,,,,,0,0
C0457,ООО «Партнёр-Холдинг-457»,2024,Курганская обл.,Производство хлебобулочных изделий,0,0,0,0,0,0,,,,,,,,,,,,,0,0
C0341,АО «Южный-Маркет-341»,2025,Чувашская Республика,Производство хлебобулочных изделий,0,0,0,0,0,0,,,,,,,,,,,,,0,0
C0286,АО «Инвест-Инвест-286»,2024,Самарская обл.,Строительство зданий,0,0,0,0,0,0,,,,,,,,,,,,,0,0
C0066,АО «Премиум-Инвест-066»,2025,Челябинская обл.,Гостиницы,0,0,0,0,0,0,,,,,,,,,,,,,0,0
C0176,АО «Техно-Сервис-176»,2024,Чеченская Республика,Производство металлоконструкций,0,0,0,0,0,0,,,,,,,,,,,,,0,0
C0113,ПАО «Капитал-Логистик-113»,2024,Ямало-Ненецкий АО,Грузоперевозки автомобильным транспортом,0,0,1,0,0,0,,,critical,,,,,,"Маржа существенно ниже отрасли. Аномалия учёта, демпинг или скрытые расходы.",,,,1,4
C0126,ПАО «Кристалл-Плюс-126»,2023,Смоленская обл.,Производство хлебобулочных изделий,0,0,0,0,0,0,,,,,,,,,,,,,0,0
C0288,ООО «Премиум-Логистик-288»,2023,Калининградская обл.,Производство пластмасс,0,0,0,0,1,0,,,,,critical,,,,,,Экстремальная выручка на сотрудника при headcount=1. Вероятны транзитные операции или ошибка в данных.,,1,4
C0244,ООО «Сигма-Пром-244»,2023,Республика Тыва,Частная медицина,0,0,0,0,0,0,,,,,,,,,,,,,0,0
C0194,ПАО «Южный-Торг-194»,2023,Республика Карелия,Выращивание зерновых,0,0,0,0,0,0,,,,,,,,,,,,,0,0
C0197,ООО «Логист-Ко-197»,2024,Республика Калмыкия,Строительство зданий,0,0,0,0,0,0,,,,,,,,,,,,,0,0
C0322,ООО «Трейд-Холдинг-322»,2024,Севастополь,Гостиницы,0,0,0,0,0,0,,,,,,,,,,,,,0,0
C0209,АО «Восточный-Логистик-209»,2024,Магаданская обл.,Строительство зданий,0,0,0,0,0,0,,,,,,,,,,,,,0,0
C0358,АО «Премиум-Инжиниринг-358»,2023,Ленинградская обл.,Электромонтажные работы,0,0,0,0,0,0,,,,,,,,,,,,,0,0
C0255,ПАО «Сигма-Групп-255»,2023,Брянская обл.,Грузоперевозки автомобильным транспортом,0,0,1,0,0,0,,,low,,,,,,Маржа выше отрасли. Повышенная эффективность.,,,,1,1
C0316,ПАО «Техно-Сервис-316»,2025,Пензенская обл.,Розничная торговля,0,0,0,0,0,0,,,,,,,,,,,,,0,0
C0436,АО «Инвест-Маркет-436»,2023,Саратовская обл.,Гостиницы,0,0,0,0,0,0,,,,,,,,,,,,,0,0
C0094,ООО «Бизнес-Пром-094»,2025,Архангельская обл.,Производство алкогольных напитков,0,0,0,0,0,0,,,,,,,,,,,,,0,0
C0184,ПАО «Металл-Холдинг-184»,2023,Тульская обл.,Розничная торговля,0,0,0,0,0,0,,,,,,,,,,,,,0,0
C0142,ООО «Сигма-Групп-142»,2024,Республика Ингушетия,Гостиницы,0,0,0,0,0,0,,,,,,,,,,,,,0,0
C0420,ООО «Восточный-Корп-420»,2025,Тамбовская обл.,Оптовая торговля,0,0,0,0,0,0,,,,,,,,,,,,,0,0
C0307,ООО «Капитал-Групп-307»,2023,Республика Калмыкия,Гостиницы,0,0,0,0,1,0,,,,,critical,,,,,,Экстремальная выручка на сотрудника при headcount=2. Вероятны транзитные операции или ошибка в данных.,,1,4
C0394,ПАО «Вектор-Корп-394»,2023,Республика Крым,Частная медицина,0,0,0,0,0,0,,,,,,,,,,,,,0,0
C0129,ООО «Восточный-Корп-129»,2023,Калининградская обл.,Лесозаготовка,0,0,0,0,0,0,,,,,,,,,,,,,0,0
C0358,АО «Премиум-Инжиниринг-358»,2024,Ленинградская обл.,Электромонтажные работы,0,0,0,0,0,0,,,,,,,,,,,,,0,0
C0425,АО «Монолит-Маркет-425»,2025,Свердловская обл.,Производство хлебобулочных изделий,0,0,0,0,0,0,,,,,,,,,,,,,0,0
C0491,ПАО «Восточный-Холдинг-491»,2024,Тамбовская обл.,Управленческий консалтинг,0,0,0,0,0,0,,,,,,,,,,,,,0,0
C0271,АО «Металл-Торг-271»,2025,Приморский край,IT-консалтинг,0,0,0,0,0,0,,,,,,,,,,,,,0,0
C0005,ООО «Техно-Логистик-005»,2025,Ульяновская обл.,Производство пластмасс,0,0,0,0,0,0,,,,,,,,,,,,,0,0
C0134,ПАО «Партнёр-Ко-134»,2024,Республика Крым,Производство алкогольных напитков,0,0,0,0,1,0,,,,,critical,,,,,,Экстремальная выручка на сотрудника при headcount=3. Вероятны транзитные операции или ошибка в данных.,,1,4
C0186,ООО «Омега-Холдинг-186»,2023,Республика Бурятия,Разработка ПО,0,0,0,0,0,0,,,,,,,,,,,,,0,0
C0414,ПАО «Альфа-Плюс-414»,2025,Хабаровский край,Производство хлебобулочных изделий,0,0,0,0,0,0,,,,,,,,,,,,,0,0
C0189,ПАО «Атлас-Пром-189»,2024,Республика Калмыкия,Лесозаготовка,0,0,0,0,1,0,,,,,medium,,,,,,"Выручка на сотрудника выше отрасли. Автоматизация, крупный контракт или высокая эффективность.",,1,2
C0037,ООО «Инвест-Групп-037»,2023,Республика Ингушетия,Разработка ПО,0,0,1,0,0,0,,,medium,,,,,,Маржа существенно выше отрасли. Высокая эффективность или ценовое преимущество.,,,,1,2
C0310,ООО «Южный-Пром-310»,2024,Республика Крым,Выращивание зерновых,0,0,0,0,0,0,,,,,,,,,,,,,0,0
C0405,ПАО «Северный-Корп-405»,2023,Новосибирская обл.,Строительство зданий,0,0,0,0,0,0,,,,,,,,,,,,,0,0
C0157,ООО «Финанс-Ко-157»,2023,Республика Татарстан,Электромонтажные работы,0,0,0,0,0,0,,,,,,,,,,,,,0,0
C0252,ООО «Атлас-Пром-252»,2023,Республика Крым,Рестораны и кафе,0,0,0,0,1,0,,,,,medium,,,,,,"Выручка на сотрудника выше отрасли. Автоматизация, крупный контракт или высокая эффективность.",,1,2
C0500,ООО «Гранит-Ко-500»,2023,Санкт-Петербург,Аренда недвижимости,0,0,0,0,0,0,,,,,,,,,,,,,0,0
C0265,АО «Инвест-Инжиниринг-265»,2024,Республика Адыгея,Оптовая торговля,0,0,0,1,0,0,,,,high,,,,,,Повышенное финансовое давление по прокси-индикатору.,,,1,3
C0170,АО «Логист-Инвест-170»,2025,Ярославская обл.,IT-консалтинг,0,0,0,0,0,0,,,,,,,,,,,,,0,0
C0440,ПАО «Вектор-Пром-440»,2025,Тамбовская обл.,Выращивание зерновых,0,0,0,0,0,0,,,,,,,,,,,,,0,0
C0038,ПАО «Южный-Холдинг-038»,2024,Алтайский край,Аренда недвижимости,0,0,0,0,0,0,,,,,,,,,,,,,0,0
C0172,ООО «Металл-Ко-172»,2025,Калининградская обл.,Выращивание зерновых,0,1,0,0,0,0,,high,,,,,,Рост выручки при сокращении штата без роста производительности.,,,,,1,3
C0017,ПАО «Логист-Плюс-017»,2023,Тюменская обл.,Розничная торговля,0,0,0,1,0,0,,,,critical,,,,,,Высокое финансовое давление: opex+налоги+дивиденды слабо покрываются валовой прибылью.,,,1,4
C0158,ООО «Строй-Торг-158»,2025,Республика Мордовия,Аудит и бухгалтерия,0,0,0,0,0,0,,,,,,,,,,,,,0,0
C0078,АО «Техно-Ко-078»,2025,Ивановская обл.,IT-консалтинг,0,0,0,0,0,0,,,,,,,,,,,,,0,0
C0445,ПАО «Монолит-Логистик-445»,2023,Карачаево-Черкесская Республика,Производство пластмасс,0,0,0,0,0,0,,,,,,,,,,,,,0,0
C0218,АО «Вектор-Холдинг-218»,2025,Воронежская обл.,Рестораны и кафе,0,0,0,0,0,0,,,,,,,,,,,,,0,0
C0278,ПАО «Промт-Маркет-278»,2025,Новосибирская обл.,Разработка ПО,0,0,0,0,0,0,,,,,,,,,,,,,0,0
C0167,ПАО «Южный-Ко-167»,2024,Самарская обл.,Производство металлоконструкций,0,0,0,0,0,0,,,,,,,,,,,,,0,0
C0373,ООО «Промт-Маркет-373»,2023,Ямало-Ненецкий АО,Строительство зданий,1,0,1,1,0,1,critical,,critical,high,,critical,Дивиденды выплачены при убытке. Агрессивная дивидендная политика или вывод средств.,,"Маржа существенно ниже отрасли. Аномалия учёта, демпинг или скрытые расходы.",Повышенное финансовое давление по прокси-индикатору.,,"Сработало 3 флагов (рисковых: 3): H1(div_at_loss), H3(-3.9), H4(fpr=1.21). Многомерная аномалия.",4,4
C0180,АО «Техно-Трейд-180»,2024,Республика Крым,Производство хлебобулочных изделий,0,0,1,0,0,0,,,low,,,,,,Маржа выше отрасли. Повышенная эффективность.,,,,1,1
C0357,АО «Логист-Плюс-357»,2024,Иркутская обл.,Лесозаготовка,0,0,0,0,0,0,,,,,,,,,,,,,0,0
C0290,ПАО «Монолит-Ко-290»,2023,Пермский край,Выращивание зерновых,0,0,0,0,0,0,,,,,,,,,,,,,0,0
C0428,ООО «Гранит-Инвест-428»,2024,Самарская обл.,Грузоперевозки автомобильным транспортом,0,1,0,0,0,0,,high,,,,,,Рост выручки при сокращении штата без роста производительности.,,,,,1,3
C0315,ООО «Прогресс-Холдинг-315»,2023,Смоленская обл.,Электромонтажные работы,0,0,0,0,0,0,,,,,,,,,,,,,0,0
C0161,ООО «Прогресс-Корп-161»,2024,Еврейская АО,Электромонтажные работы,0,0,0,0,0,0,,,,,,,,,,,,,0,0
C0142,ООО «Сигма-Групп-142»,2023,Республика Ингушетия,Гостиницы,0,0,0,0,0,0,,,,,,,,,,,,,0,0
C0046,ООО «Атлас-Корп-046»,2025,Брянская обл.,Производство пластмасс,0,0,1,1,0,1,,,high,high,,critical,,,Маржа ниже отрасли. Возможны операционные проблемы.,Повышенное финансовое давление по прокси-индикатору.,,"Сработало 2 флагов (рисковых: 2): H3(-2.3), H4(fpr=1.20). Многомерная аномалия.",3,4
C0008,ООО «Омега-Маркет-008»,2024,Тульская обл.,Аудит и бухгалтерия,0,0,0,0,1,0,,,,,critical,,,,,,Экстремальная выручка на сотрудника при headcount=1. Вероятны транзитные операции или ошибка в данных.,,1,4
C0270,ООО «Монолит-Логистик-270»,2024,Челябинская обл.,Производство хлебобулочных изделий,0,0,0,1,0,0,,,,high,,,,,,Повышенное финансовое давление по прокси-индикатору.,,,1,3
C0229,АО «Прогресс-Торг-229»,2024,Иркутская обл.,Аудит и бухгалтерия,0,0,0,0,0,0,,,,,,,,,,,,,0,0
C0380,ПАО «Ресурс-Пром-380»,2024,Республика Карелия,Аудит и бухгалтерия,0,0,0,0,1,0,,,,,medium,,,,,,"Выручка на сотрудника выше отрасли. Автоматизация, крупный контракт или высокая эффективность.",,1,2
C0050,АО «Трейд-Инвест-050»,2024,Республика Крым,Гостиницы,0,0,0,0,1,0,,,,,critical,,,,,,Экстремальная выручка на сотрудника при headcount=2. Вероятны транзитные операции или ошибка в данных.,,1,4
C0428,ООО «Гранит-Инвест-428»,2023,Самарская обл.,Грузоперевозки автомобильным транспортом,0,0,0,0,0,0,,,,,,,,,,,,,0,0
C0006,ПАО «Прогресс-Ко-006»,2025,Республика Крым,Оптовая торговля,0,0,0,0,0,0,,,,,,,,,,,,,0,0
C0472,ООО «Союз-Пром-472»,2024,Тверская обл.,Частная медицина,0,0,0,0,0,0,,,,,,,,,,,,,0,0
C0376,ПАО «Северный-Логистик-376»,2023,Самарская обл.,Лесозаготовка,0,0,0,0,0,0,,,,,,,,,,,,,0,0
C0055,АО «Техно-Групп-055»,2025,Вологодская обл.,Производство алкогольных напитков,0,0,0,0,0,0,,,,,,,,,,,,,0,0
C0304,АО «Союз-Ко-304»,2025,Республика Мордовия,Электромонтажные работы,0,0,0,0,0,0,,,,,,,,,,,,,0,0
C0099,АО «Восточный-Инжиниринг-099»,2023,Республика Хакасия,IT-консалтинг,0,0,0,0,0,0,,,,,,,,,,,,,0,0
C0138,ПАО «Мастер-Корп-138»,2024,Кабардино-Балкарская Республика,Производство хлебобулочных изделий,0,0,0,0,0,0,,,,,,,,,,,,,0,0
C0223,АО «Партнёр-Пром-223»,2023,Республика Башкортостан,Производство хлебобулочных изделий,0,0,0,0,0,0,,,,,,,,,,,,,0,0
C0246,ООО «Гранит-Маркет-246»,2025,Смоленская обл.,Выращивание зерновых,0,0,0,0,0,0,,,,,,,,,,,,,0,0
C0079,ООО «Металл-Пром-079»,2025,Удмуртская Республика,Производство хлебобулочных изделий,0,0,0,0,0,0,,,,,,,,,,,,,0,0
C0384,ООО «Союз-Трейд-384»,2024,Кабардино-Балкарская Республика,Аренда недвижимости,0,0,0,0,0,0,,,,,,,,,,,,,0,0
C0231,АО «Альфа-Инвест-231»,2025,Сахалинская обл.,Производство алкогольных напитков,0,0,0,0,0,0,,,,,,,,,,,,,0,0
C0149,АО «Капитал-Холдинг-149»,2023,Ханты-Мансийский АО,Рестораны и кафе,0,0,0,0,0,0,,,,,,,,,,,,,0,0
C0095,ПАО «Кристалл-Корп-095»,2023,Чеченская Республика,Производство пластмасс,0,0,0,0,0,0,,,,,,,,,,,,,0,0
C0254,ООО «Мастер-Инвест-254»,2025,Тюменская обл.,Управленческий консалтинг,1,0,1,0,1,1,critical,,critical,,medium,critical,Дивиденды выплачены при убытке. Агрессивная дивидендная политика или вывод средств.,,"Маржа существенно ниже отрасли. Аномалия учёта, демпинг или скрытые расходы.",,"Выручка на сотрудника выше отрасли. Автоматизация, крупный контракт или высокая эффективность.","Сработало 3 флагов (рисковых: 2): H1(div_at_loss), H3(-4.1), H5(+3.9). Многомерная аномалия.",4,4
C0491,ПАО «Восточный-Холдинг-491»,2025,Тамбовская обл.,Управленческий консалтинг,0,0,0,0,0,0,,,,,,,,,,,,,0,0
C0122,АО «Восточный-Сервис-122»,2024,Курская обл.,Аудит и бухгалтерия,0,0,0,0,0,0,,,,,,,,,,,,,0,0
C0132,ООО «Прогресс-Сервис-132»,2023,Севастополь,Управленческий консалтинг,0,0,0,0,0,0,,,,,,,,,,,,,0,0
C0418,АО «Альфа-Групп-418»,2023,Псковская обл.,Разработка ПО,0,0,0,0,0,0,,,,,,,,,,,,,0,0
C0206,ООО «Промт-Трейд-206»,2023,Амурская обл.,Розничная торговля,0,0,0,1,0,0,,,,high,,,,,,Повышенное финансовое давление по прокси-индикатору.,,,1,3
C0095,ПАО «Кристалл-Корп-095»,2025,Чеченская Республика,Производство пластмасс,0,0,0,0,0,0,,,,,,,,,,,,,0,0
C0467,ПАО «Ресурс-Ко-467»,2023,Республика Башкортостан,Производство металлоконструкций,0,0,0,0,0,0,,,,,,,,,,,,,0,0
C0351,АО «Прогресс-Инжиниринг-351»,2024,Московская обл.,Аренда недвижимости,0,0,0,0,0,0,,,,,,,,,,,,,0,0
C0459,АО «Кристалл-Инвест-459»,2024,Москва,Строительство зданий,0,0,0,0,0,0,,,,,,,,,,,,,0,0
C0445,ПАО «Монолит-Логистик-445»,2024,Карачаево-Черкесская Республика,Производство пластмасс,0,0,0,0,0,0,,,,,,,,,,,,,0,0
C0046,ООО «Атлас-Корп-046»,2023,Брянская обл.,Производство пластмасс,0,0,0,0,0,0,,,,,,,,,,,,,0,0
C0047,ПАО «Вектор-Групп-047»,2025,Сахалинская обл.,Розничная торговля,0,0,0,0,0,0,,,,,,,,,,,,,0,0
C0390,АО «Союз-Групп-390»,2024,Республика Коми,Производство пластмасс,0,0,0,0,0,0,,,,,,,,,,,,,0,0
C0273,ООО «Трейд-Сервис-273»,2023,Псковская обл.,Производство пластмасс,0,0,0,0,0,0,,,,,,,,,,,,,0,0
C0340,АО «Южный-Маркет-340»,2023,Челябинская обл.,Управленческий консалтинг,0,0,0,0,0,0,,,,,,,,,,,,,0,0
C0002,ООО «Союз-Инвест-002»,2025,Курганская обл.,Разработка ПО,0,0,0,0,0,0,,,,,,,,,,,,,0,0
C0054,АО «Бизнес-Маркет-054»,2023,Ярославская обл.,Выращивание зерновых,0,0,0,0,0,0,,,,,,,,,,,,,0,0
C0171,АО «Логист-Логистик-171»,2023,Челябинская обл.,Аудит и бухгалтерия,0,0,0,0,0,0,,,,,,,,,,,,,0,0
C0084,ПАО «Вектор-Инжиниринг-084»,2025,Оренбургская обл.,Аудит и бухгалтерия,0,0,0,0,0,0,,,,,,,,,,,,,0,0
C0010,ПАО «Строй-Холдинг-010»,2025,Мурманская обл.,Оптовая торговля,0,0,0,1,0,0,,,,high,,,,,,Повышенное финансовое давление по прокси-индикатору.,,,1,3
C0407,ПАО «Финанс-Торг-407»,2024,Республика Крым,Выращивание зерновых,0,0,0,0,0,0,,,,,,,,,,,,,0,0
C0224,ПАО «Инвест-Ко-224»,2024,Ленинградская обл.,Производство металлоконструкций,0,0,0,0,0,0,,,,,,,,,,,,,0,0
