company_id,company_name,inn,ogrn_year,region,okved_code,okved_section,founder_id,address_hash,year,revenue,cost_of_goods,gross_profit,opex,operating_profit,net_profit,taxes_paid,headcount,payroll_fund,dividends_paid,net_margin,gross_margin,operating_margin,rev_per_emp,profit_per_emp,payroll_per_emp,tax_to_profit,payout_ratio,financial_pressure_ratio,company_age,rev_growth,profit_growth,emp_growth,payroll_growth,net_margin_zscore,rev_per_emp_zscore,financial_pressure_zscore,rev_growth_zscore,emp_growth_zscore,hypothesis_code,metric,value,anomaly_zscore,interpretation,interpretation_reason,criticality,criticality_score
C0060,АО «Атлас-Логистик-060»,3733296400,2018,Мурманская обл.,55.1,Гостиницы,FND-22656,6933b5648c59,2025,60061320,34556730,25504590,7280482,18224108,15753795,7337741,18,22125419,0,0.2622951843216233,0.424642515349313,0.3034250329496588,3336740,875210.8333333334,1229189.9444444445,0.4657760876030188,0,0.5731604781727524,7,-0.15648069740631942,-0.4086021465010726,-0.052631578947368474,0.5243425488688076,-0.4780719078943277,-0.3443397454533321,-0.08221208321845279,-2.6895292138832443,-1.1951502931076514,,,,,,,,
C0061,ПАО «Атлас-Инжиниринг-061»,1367879635,2023,Белгородская обл.,46.9,Оптовая торговля,FND-30280,3e883840fee4,2023,25801925,18587312,7214613,3561337,3653276,2868486,2017840,5,4529014,0,0.11117333299744109,0.27961530002121937,0.1415892806447581,5160385,573697.2,905802.8,0.7034512282786111,0,0.7733161848043686,0,,,,,0.8347431881701408,0.10736824322853171,-1.025116530168111,,,,,,,,,,
C0061,ПАО «Атлас-Инжиниринг-061»,1367879635,2023,Белгородская обл.,46.9,Оптовая торговля,FND-30280,3e883840fee4,2024,36885611,25928675,10956936,5368508,5588428,4181588,5510950,6,5380306,0,0.11336637476331896,0.2970517690489118,0.15150699279456153,6147601.833333333,696931.3333333334,896717.6666666666,1.3179084118282336,0,0.9929288625944334,1,0.42956818144382636,0.45776831401652296,0.19999999999999996,0.1879640910803102,0.6093876994933589,0.17872189401959274,-0.5723597970031672,2.7312008864289528,1.6525023607176583,,,,,,,,
C0061,ПАО «Атлас-Инжиниринг-061»,1367879635,2023,Белгородская обл.,46.9,Оптовая торговля,FND-30280,3e883840fee4,2025,38935088,33164224,5770864,6186643,-415779,-344287,3799070,6,5295784,0,-0.008842589491514697,0.14821756663295585,-0.0106787738607397,6489181.333333333,-57381.166666666664,882630.6666666666,,,1.7303670646197866,2,0.05556304869126327,-1.0823340319514978,0,-0.01570951540674448,-2.313285309803791,0.14884526289091024,2.1449946286424715,-0.500243104855983,0,H6,multi_flags,2,,risk,Сработало 2 флагов (рисковых: 2). Многомерная аномалия.,critical,4
C0062,ООО «Капитал-Холдинг-062»,5889866098,2020,Калужская обл.,69.2,Аудит и бухгалтерия,FND-13794,db5cea26ca37,2023,279593140,222382817,57210323,31361166,25849157,23250295,41467171,122,110220521,0,0.08315760179237588,0.20461990948704964,0.09245275831874845,2291747.049180328,190576.18852459016,903446.893442623,1.7835116070570287,0,1.2729929352085636,3,,,,,-3.3660392051767887,-0.6022826880550611,3.2175549531744996,,,H3,net_margin,0.08315760179237588,-3.3660392051767887,risk,"Маржа существенно ниже отрасли. Аномалия учёта, демпинг или скрытые расходы.",critical,4
C0062,ООО «Капитал-Холдинг-062»,5889866098,2020,Калужская обл.,69.2,Аудит и бухгалтерия,FND-13794,db5cea26ca37,2024,260691093,197823059,62868034,39858623,23009411,16560226,19282783,125,121927042,0,0.0635243260881184,0.24115911777622567,0.0882631268111642,2085528.744,132481.808,975416.336,1.164403372272818,0,0.9407230071804059,4,-0.06760554640217564,-0.28774125231529324,0.024590163934426146,0.10620999514237472,-4.9575533558315446,-0.6846740981596996,1.474564315865757,-0.6152009521914913,0.3358120356835493,H3,net_margin,0.0635243260881184,-4.9575533558315446,risk,"Маржа существенно ниже отрасли. Аномалия учёта, демпинг или скрытые расходы.",critical,4
C0062,ООО «Капитал-Холдинг-062»,5889866098,2020,Калужская обл.,69.2,Аудит и бухгалтерия,FND-13794,db5cea26ca37,2025,271485030,234621323,36863707,34273073,2590634,2052167,46596332,133,155062329,0,0.007559042942441431,0.1357854132877971,0.009542456171524449,2041240.8270676692,15429.827067669174,1165882.1729323308,22.70591623391274,0,2.193740445039887,5,0.04140508552012556,-0.8760785631790291,0.06400000000000006,0.27176323198261465,-5.967414750283025,-0.7836607180980741,6.213603124113082,0.05545254285467254,1.258372339175054,H3,net_margin,0.007559042942441431,-5.967414750283025,risk,"Маржа существенно ниже отрасли. Аномалия учёта, демпинг или скрытые расходы.",critical,4
C0063,ООО «Прогресс-Плюс-063»,5416072433,2020,Курская обл.,62.02,IT-консалтинг,FND-84395,c42f76f3b235,2023,1136214277,856923421,279290856,136481365,142809491,108314625,131126169,204,239886989,52852772,0.095329399737863,0.2458082613936385,0.1256888721527656,5569677.8284313725,530954.0441176471,1175916.612745098,1.210604468233168,0.4879560077874987,1.1474070815981172,3,,,,,-5.321933925105506,0.00024469257828459954,3.9569254298321965,,,H3,net_margin,0.095329399737863,-5.321933925105506,risk,"Маржа существенно ниже отрасли. Аномалия учёта, демпинг или скрытые расходы.",critical,4
C0063,ООО «Прогресс-Плюс-063»,5416072433,2020,Курская обл.,62.02,IT-консалтинг,FND-84395,c42f76f3b235,2024,1537473168,1150643107,386830061,220503302,166326759,137545820,242025825,222,256199995,0,0.089462257204088,0.25160117851240443,0.10818189381240635,6925554.810810811,619575.7657657658,1154054.0315315316,1.7596014549915076,0,1.1956907532064835,4,0.35315424134562257,0.2698730203792885,0.08823529411764697,0.06800287947255024,-4.232352319509785,0.16485552186741345,6.615693592349777,1.9873385693360242,0.6744907594765952,H3,net_margin,0.089462257204088,-4.232352319509785,risk,"Маржа существенно ниже отрасли. Аномалия учёта, демпинг или скрытые расходы.",critical,4
C0063,ООО «Прогресс-Плюс-063»,5416072433,2020,Курская обл.,62.02,IT-консалтинг,FND-84395,c42f76f3b235,2025,1422398329,1194484579,227913750,132999397,94914353,73118310,185037328,192,145330979,21359528,0.05140494649723397,0.1602320147270083,0.06672839180479662,7408324.630208333,380824.53125,756932.1822916666,2.530656520917948,0.2921228348959378,1.4891433842846251,5,-0.07484672994306196,-0.4684076186393742,-0.1351351351351351,-0.43274402093567566,-5.549167563258274,0.3289043773780098,9.139912314850326,-0.6744907594765952,-2.096390198373202,H3,net_margin,0.05140494649723397,-5.549167563258274,risk,"Маржа существенно ниже отрасли. Аномалия учёта, демпинг или скрытые расходы.",critical,4
C0064,ПАО «Сигма-Холдинг-064»,4464253165,2008,Республика Хакасия,41.2,Строительство зданий,FND-97442,64eec0c3fb6b,2023,20940878,11740388,9200490,3351330,5849160,4662295,2011212,15,10006561,0,0.22264085584186108,0.439355503623105,0.279317801287988,1396058.5333333334,310819.6666666667,667104.0666666667,0.4313781088498261,0,0.5828539566914371,15,,,,,-0.687492186495348,-1.1001860377014667,-0.33969412633053264,,,,,,,,,,
C0064,ПАО «Сигма-Холдинг-064»,4464253165,2008,Республика Хакасия,41.2,Строительство зданий,FND-97442,64eec0c3fb6b,2024,19528110,8545166,10982944,2971880,8011064,6082326,2559240,16,10217314,0,0.3114651648316196,0.5624171514806092,0.41023242904715307,1220506.875,380145.375,638582.125,0.4207666606492319,0,0.5036099610450532,16,-0.0674646020095242,0.3045776811634613,0.06666666666666665,0.021061481561947204,0.09580698767941485,-0.7842527746832573,-0.38374076649265493,-0.6744907594765952,1.3489815189531904,,,,,,,,
C0064,ПАО «Сигма-Холдинг-064»,4464253165,2008,Республика Хакасия,41.2,Строительство зданий,FND-97442,64eec0c3fb6b,2025,22168416,12753690,9414726,2470754,6943972,5352135,1561875,17,20152862,0,0.24143064619501908,0.42469096574153065,0.3132371749068585,1304024.4705882352,314831.4705882353,1185462.4705882352,0.2918227959496537,0,0.42833206192086737,17,0.13520540390237468,-0.12005127643602131,0.0625,0.972422693478932,-0.4399571780752465,-0.8852617156727103,-0.5069116242876837,0.6744907594765952,0.6411236184145936,,,,,,,,
C0065,АО «Трейд-Ко-065»,1230713758,2018,Ивановская обл.,86.21,Частная медицина,FND-19447,6a711a119a8a,2023,63890697,31181523,32709174,7299530,25409644,18574509,11846603,4,4414165,0,0.2907232174975333,0.51195519122291,0.3977049115616942,15972674.25,4643627.25,1103541.25,0.6377882182511527,0,0.5853444357842849,5,,,,,-0.008600363444759953,3.2124449043494048,-0.26332947119361,,,H5,rev_per_emp,15972674.25,3.2124449043494048,economic_signal,"Выручка на сотрудника выше отрасли. Автоматизация, крупный контракт или транзитные операции.",high,3
C0065,АО «Трейд-Ко-065»,1230713758,2018,Ивановская обл.,86.21,Частная медицина,FND-19447,6a711a119a8a,2024,94259619,58284313,35975306,17185418,18789888,16375505,10464520,4,5335002,0,0.17372768077918924,0.3816619076298197,0.19934186239390592,23564904.75,4093876.25,1333750.5,0.6390349488458524,0,0.7685810372259239,6,0.47532619655096275,-0.11838827072091107,0,0.20860955582765928,-1.1769739146844456,5.790691908378074,1.166164314708918,3.375014475974561,0,H5,rev_per_emp,23564904.75,5.790691908378074,economic_signal,"Выручка на сотрудника выше отрасли. Автоматизация, крупный контракт или транзитные операции.",high,3
C0065,АО «Трейд-Ко-065»,1230713758,2018,Ивановская обл.,86.21,Частная медицина,FND-19447,6a711a119a8a,2025,97424968,44029917,53395051,10995898,42399153,31896817,14265682,4,3242433,10817141,0.32739879370553143,0.5480633157611097,0.435198018232862,24356242,7974204.25,810608.25,0.4472446890233593,0.33912916765331164,0.6756941013128727,7,0.03358117753478296,0.9478371506710785,0,-0.39223396729748183,0.6744907594765952,7.477138848903129,0.6744907594765953,0,0,H5,rev_per_emp,24356242,7.477138848903129,economic_signal,"Выручка на сотрудника выше отрасли. Автоматизация, крупный контракт или транзитные операции.",high,3
C0066,АО «Премиум-Инвест-066»,5741038689,2012,Челябинская обл.,55.1,Гостиницы,FND-67240,c4492cbe90fb,2023,35041322,19269704,15771618,5709009,10062609,8644902,4953144,22,28330162,3796865,0.24670593192802487,0.4500862724300185,0.28716408016797995,1592787.3636363635,392950.0909090909,1287734.6363636365,0.5729554828961624,0.43920278101475296,0.9167745503346582,11,,,,,0,-0.6502203613938944,1.4206889957341404,,,,,,,,,,
C0066,АО «Премиум-Инвест-066»,5741038689,2012,Челябинская обл.,55.1,Гостиницы,FND-67240,c4492cbe90fb,2024,26903182,11739346,15163836,5082481,10081355,8712463,2310553,22,18554745,4343389,0.3238450752777125,0.5636447019538432,0.37472723486760784,1222871.9090909092,396021.04545454547,843397.5,0.26520089669247376,0.49852596217625256,0.7739745404790714,12,-0.23224409170407445,0.007815126186508481,0,-0.3450533392643501,0.4533633753471697,-0.7695140267876647,1.1422496583225004,-1.8251235852336563,-0.42922139239419765,,,,,,,,
C0066,АО «Премиум-Инвест-066»,5741038689,2012,Челябинская обл.,55.1,Гостиницы,FND-67240,c4492cbe90fb,2025,29889738,11288280,18601458,5185709,13415749,10669884,4513105,19,24257377,0,0.35697482527280766,0.622335933489949,0.44884130466449723,1573144.105263158,561572.8421052631,1276704.0526315789,0.4229760136098949,0,0.5214007418128191,13,0.11101125509986143,0.22466907463480768,-0.13636363636363635,0.30734089851409974,0.6089200788000526,-0.6744907594765952,-0.3668424446752642,0.03844286156958459,-3.0965257594152753,,,,,,,,
C0067,АО «Партнёр-Сервис-067»,2706517396,2021,Тюменская обл.,56.1,Рестораны и кафе,FND-40968,5d79099fcdf4,2023,25993624,13180519,12813105,2512977,10300128,8026366,3521108,9,7067194,0,0.3087821074891289,0.49293261301309893,0.39625594338057674,2888180.4444444445,891818.4444444445,785243.7777777778,0.43869267860448924,0,0.4709307384900069,2,,,,,0.6901589720875679,-0.6614589188342231,-0.6788416268569754,,,,,,,,,,
C0067,АО «Партнёр-Сервис-067»,2706517396,2021,Тюменская обл.,56.1,Рестораны и кафе,FND-40968,5d79099fcdf4,2024,26762443,13621244,13141199,3194641,9946558,8678837,5097853,8,8009287,2558512,0.3242916575291725,0.49103136810043835,0.3716610624822256,3345305.375,1084854.625,1001160.875,0.5873889554556676,0.2947989459878092,0.8257241976169755,3,0.02957721478159403,0.08129096031753358,-0.11111111111111116,0.1333050995911531,1.2762736328380457,-0.5899002804361513,0.7336485824632006,-0.3923688771733774,-1.0853874290427976,,,,,,,,
C0067,АО «Партнёр-Сервис-067»,2706517396,2021,Тюменская обл.,56.1,Рестораны и кафе,FND-40968,5d79099fcdf4,2025,21706793,10012706,11694087,3864578,7829509,7030257,3872455,8,8769958,0,0.3238735910919683,0.5387293737955672,0.3606939541921278,2713349.125,878782.125,1096244.75,0.5508269470091919,0,0.6616192439820228,4,-0.1889083892677511,-0.18995402264151295,0,0.09497362249598496,0.9040432995968591,-0.5451931330155418,0.10586540889339875,-1.8313604687310039,0,,,,,,,,
C0068,ООО «Капитал-Инжиниринг-068»,4774956686,2012,Иркутская обл.,43.21,Электромонтажные работы,FND-67640,8597a6cfa74d,2023,430562447,250073421,180489026,52341187,128147839,111418537,34874732,108,94547501,24535760,0.2587743956221059,0.41919360886575413,0.29762892675124547,3986689.324074074,1031653.1203703703,875439.824074074,0.31300655114507564,0.22021254865337175,0.6191605189337107,11,,,,,-0.1614444555353619,-0.4834226687481845,-0.21005860101894538,,,,,,,,,,
C0068,ООО «Капитал-Инжиниринг-068»,4774956686,2012,Иркутская обл.,43.21,Электромонтажные работы,FND-67640,8597a6cfa74d,2024,471171818,226984757,244187061,58006327,186180734,133827750,43395964,107,103319471,66217308,0.2840317372292415,0.5182548099682821,0.39514403639480833,4403474.934579439,1250726.6355140186,965602.5327102804,0.3242673062948454,0.49479504811221886,0.6864393154721659,12,0.0943170294644855,0.20112643374593953,-0.0092592592592593,0.09277844371582078,0.11346091283803687,-0.35638194207141966,0,0.3760969008278108,-0.11866041138940142,,,,,,,,
C0068,ООО «Капитал-Инжиниринг-068»,4774956686,2012,Иркутская обл.,43.21,Электромонтажные работы,FND-67640,8597a6cfa74d,2025,480123690,189715981,290407709,79730780,210676929,171410063,51808848,114,110843257,0,0.35701230030953063,0.6048601955050374,0.43879719619750485,4211611.315789473,1503597.0438596492,972309.2719298246,0.30225091277167315,0,0.45294812748927404,13,0.018999166881411345,0.28082600955332504,0.06542056074766345,0.07282060125917611,1.3989226402750272,-0.37315562688727977,-1.1105859077978006,0.06552479667299642,0.9178117250447851,,,,,,,,
C0069,АО «Металл-Групп-069»,3408088654,2008,Чувашская Республика,62.02,IT-консалтинг,FND-15376,0d7f9017fbda,2023,735337997,216527000,518810997,74709396,444101601,-237209,119742334,92,101021190,86117582,-0.00032258498944397673,0.7055408521205522,0.6039421365573742,7992804.315217392,-2578.358695652174,1098056.4130434783,,,0.5407929161532403,15,,,,,-6.6800219287940905,0.46662151636201116,0.6744907594765952,,,H1,dividends_paid,86117582,,risk,Дивиденды выплачены при убытке. Агрессивная дивидендная политика или вывод средств.,critical,4
C0069,АО «Металл-Групп-069»,3408088654,2008,Чувашская Республика,62.02,IT-консалтинг,FND-15376,0d7f9017fbda,2024,738902827,243758770,495144057,125021512,370122545,1740130,52420454,88,60575209,39315157,0.0023550187337421026,0.6701071357519653,0.5009082811372164,8396623.034090908,19774.204545454544,688354.6477272727,30.124447024072914,22.59322981616316,0.4377657773240728,16,0.004847879498330876,-8.335851506477411,-0.04347826086956519,-0.40037125874284396,-5.206370521738529,0.4422148474876924,0.30657467700069635,-0.6385188072153513,-0.9782605929078134,H1,payout_ratio,22.59322981616316,,risk,payout_ratio >= 1.5. Агрессивная дивидендная политика.,critical,4
C0069,АО «Металл-Групп-069»,3408088654,2008,Чувашская Республика,62.02,IT-консалтинг,FND-15376,0d7f9017fbda,2025,711455583,188395513,523060070,108638420,414421650,1327080,117275081,87,51456052,87623223,0.0018653026720292108,0.7351970839759367,0.5824982752296428,8177650.379310345,15253.793103448275,591448.8735632184,88.37076965970401,66.02708427525093,0.5994277559745671,17,-0.0371459453084485,-0.23736732313103048,-0.011363636363636354,-0.15054272449972061,-6.2060476323435445,0.4819568893003932,1.8183916541882212,-0.4412959879199788,-0.1762873575904737,H1,payout_ratio,66.02708427525093,,risk,payout_ratio >= 1.5. Агрессивная дивидендная политика.,critical,4
C0070,ПАО «Вектор-Трейд-070»,4889060795,2022,Республика Калмыкия,49.41,Грузоперевозки автомобильным транспортом,FND-30807,680390c55bbd,2023,40967970,25360512,15607458,7334695,8272763,6585819,6307716,11,11150523,0,0.16075531689756656,0.38096732642598596,0.20193246089567043,3724360.909090909,598710.8181818182,1013683.9090909091,0.9577724501690678,0,0.8740956406866512,1,,,,,-1.4497123842908142,-0.39484574309771836,1.0358705913958723,,,,,,,,,,
C0070,ПАО «Вектор-Трейд-070»,4889060795,2022,Республика Калмыкия,49.41,Грузоперевозки автомобильным транспортом,FND-30807,680390c55bbd,2024,39950632,23449584,16501048,5121726,11379322,9688180,5450539,12,13371649,0,0.2425037981877233,0.4130359689929311,0.284834592854501,3329219.3333333335,807348.3333333334,1114304.0833333333,0.5625967932057414,0,0.6407026390081406,2,-0.02483252160163174,0.4710668483297218,0.09090909090909083,0.19919478216402942,-0.4989691426497449,-0.552372310569864,-0.05125842904754008,-0.7661079278199879,0.8266486075740087,,,,,,,,
C0070,ПАО «Вектор-Трейд-070»,4889060795,2022,Республика Калмыкия,49.41,Грузоперевозки автомобильным транспортом,FND-30807,680390c55bbd,2025,47768417,23641871,24126546,5375942,18750604,14940873,4647315,12,9105989,0,0.3127772268442557,0.5050731741853618,0.392531408357116,3980701.4166666665,1245072.75,758832.4166666666,0.3110470854012346,0,0.41544516981419555,3,0.19568614083501856,0.5421754137516024,0,-0.31900777533122504,1.2254182400556557,-0.5108576580463174,-1.792924365149106,1.4050880059986253,-0.6744907594765952,,,,,,,,
C0071,ПАО «Бизнес-Трейд-071»,7600627698,2020,Брянская обл.,56.1,Рестораны и кафе,FND-55977,09ab23b6b607,2023,56701270,25492586,31208684,7370523,23838161,17513223,5599180,14,17484757,0,0.308868266971798,0.5504053789271387,0.4204167031884824,4050090.714285714,1250944.5,1248911.2142857143,0.3197115687957608,0,0.4155799392246081,3,,,,,0.691389617929078,-0.0021817133122895406,-0.9091354659355287,,,,,,,,,,
C0071,ПАО «Бизнес-Трейд-071»,7600627698,2020,Брянская обл.,56.1,Рестораны и кафе,FND-55977,09ab23b6b607,2024,60245158,35722218,24522940,7497415,17025525,14809553,7246393,13,8910842,3881712,0.2458214650213051,0.40705246386771865,0.28260403931549155,4634242.923076923,1139196.3846153845,685449.3846153846,0.4893053152920956,0.26210865378583675,0.7595141528707406,4,0.06250103392745876,-0.15437877996528682,-0.0714285714285714,-0.49036512203172167,-0.040945922926386435,-0.07545112775084785,0.3339091673652297,-0.12565723514836444,-0.6977490615275121,,,,,,,,
C0071,ПАО «Бизнес-Трейд-071»,7600627698,2020,Брянская обл.,56.1,Рестораны и кафе,FND-55977,09ab23b6b607,2025,57475754,31087816,26387938,8137106,18250832,12940693,6202196,12,9755538,0,0.2251504695353801,0.4591142553780156,0.3175396707279386,4789646.166666667,1078391.0833333333,812961.5,0.4792785054092544,0,0.5434036566252354,5,-0.04596890591605718,-0.12619287023720427,-0.07692307692307687,0.09479418443285148,-0.35422520176230676,-0.046585436496661435,-0.74075605424755,-0.6272604384364564,-0.7514220662603975,,,,,,,,
C0072,ООО «Бизнес-Корп-072»,9337868765,2023,Республика Крым,62.02,IT-консалтинг,FND-97878,33cf42b38bbc,2023,65060978,11728558,53332420,11431387,41901033,32699220,4830548,4,3163252,0,0.5025934285832593,0.8197297618243612,0.6440271002381797,16265244.5,8174805,790813,0.14772670418438116,0,0.3049165029451129,0,,,,,0.4604906998057406,2.0588101203655276,-0.6018541739880973,,,,,,,,,,
C0072,ООО «Бизнес-Корп-072»,9337868765,2023,Республика Крым,62.02,IT-консалтинг,FND-97878,33cf42b38bbc,2024,66793302,21109301,45684001,10779355,34904646,30811979,7964743,5,4245127,0,0.4613034253045313,0.6839608109208316,0.5225770392366588,13358660.4,6162395.8,849025.4,0.2584950158508157,0,0.4102989578342755,1,0.02662615984653649,-0.05771516874102811,0.25,0.3420135354375813,-0.07448814624561195,1.3777712790190968,0.07793538432426082,-0.4743338701454623,2.7043261582788087,,,,,,,,
C0072,ООО «Бизнес-Корп-072»,9337868765,2023,Республика Крым,62.02,IT-консалтинг,FND-97878,33cf42b38bbc,2025,68838966,14873534,53965432,5823999,48141433,41085117,5158181,5,3296853,13883848,0.5968293742238953,0.7839372834275286,0.699334051589328,13767793.2,8217023.4,659370.6,0.12554865062207318,0.33792889040573987,0.4607769655211877,2,0.03062678350592707,0.33341376741818496,0,-0.22337941833071184,1.6829885061319294,1.5940805920493297,0.677426389983843,-0.02209394300744954,0,,,,,,,,
C0073,АО «Капитал-Логистик-073»,1912755756,2018,Республика Тыва,69.2,Аудит и бухгалтерия,FND-43730,b4d8c3b407f9,2023,44187162,14171042,30016120,6461051,23555069,17830276,4269973,7,7282501,3214372,0.40351711205168594,0.6792950404916251,0.5330749460669142,6312451.714285715,2547182.285714286,1040357.2857142857,0.2394787943832165,0.18027606527234913,0.46459688993780673,5,,,,,-0.43125671112410513,0.40731549046119303,0.003523329942172121,,,,,,,,,,
C0073,АО «Капитал-Логистик-073»,1912755756,2018,Республика Тыва,69.2,Аудит и бухгалтерия,FND-43730,b4d8c3b407f9,2024,42802268,13917671,28884597,3782858,25101739,19975059,3291547,7,4209048,0,0.4666822561832471,0.6748380015750567,0.5864581521708149,6114609.714285715,2853579.8571428573,601292.5714285715,0.1647828424436694,0,0.24491963658000837,6,-0.03134154666914335,0.12028882783418493,0,-0.42203262313317913,0.1592687644888062,0.008294767016555476,-1.0392999247727857,-0.3968161923913925,0,,,,,,,,
C0073,АО «Капитал-Логистик-073»,1912755756,2018,Республика Тыва,69.2,Аудит и бухгалтерия,FND-43730,b4d8c3b407f9,2025,37121868,8289112,28832756,5511125,23321631,19417015,4848275,7,7801011,8753591,0.5230613664161513,0.7767054179493338,0.6282450818477131,5303124,2773859.285714286,1114430.142857143,0.24969208706899593,0.45082063334657774,0.6628915737364822,7,-0.1327125936410659,-0.027937038884340737,0,0.85339083802323,0.4588083049273784,-0.09367495117231657,0.5884079700308302,-1.4245531241962457,0,,,,,,,,
C0074,ПАО «Восточный-Трейд-074»,4624274538,2015,Костромская обл.,43.21,Электромонтажные работы,FND-35430,30f48cd3c7e7,2023,570469546,226730284,343739262,50099496,293639766,227866475,95508341,97,95735554,69313717,0.3994367036728723,0.602554973197465,0.514733464843012,5881129.340206185,2349138.9175257734,986964.4742268041,0.41914169690824415,0.3041856727717406,0.6252458702259039,8,,,,,1.7961831063303413,0.18827131357138857,-0.16144972225787707,,,,,,,,,,
C0074,ПАО «Восточный-Трейд-074»,4624274538,2015,Костромская обл.,43.21,Электромонтажные работы,FND-35430,30f48cd3c7e7,2024,630827227,372599801,258227426,59139631,199087795,161146573,62757023,103,104956285,0,0.25545278659952325,0.4093473061206345,0.3155979743404449,6124536.184466019,1564529.8349514564,1018993.0582524271,0.38944063054943157,0,0.4720515395603254,9,0.10580351120092923,-0.292802624870552,0.061855670103092786,0.09631459384462326,-0.26113982917629736,0.2077729594460672,-2.2740484879050884,0.48063022759414453,0.792700480209606,,,,,,,,
C0074,ПАО «Восточный-Трейд-074»,4624274538,2015,Костромская обл.,43.21,Электромонтажные работы,FND-35430,30f48cd3c7e7,2025,576515436,305917765,270597671,87776027,182821644,128190939,36437057,107,110644831,43707198,0.22235473847746204,0.4693676077044362,0.3171149158961981,5387994.728971963,1198046.1588785048,1034063.8411214954,0.284240503145078,0.3409538797434037,0.6205533158487532,10,-0.08609614277159283,-0.20450719730788192,0.03883495145631066,0.054199193502323384,-0.3179574437527972,-0.006466839025999425,-0.012931043178389699,-0.9673131134993699,0.5448313707616761,,,,,,,,
C0075,АО «Металл-Пром-075»,4116804397,2019,Новгородская обл.,68.2,Аренда недвижимости,FND-26341,722caafb4825,2023,18282347,10365807,7916540,2189215,5727325,4794469,2006026,7,6458230,0,0.2622458155946827,0.4330155203814915,0.3132707742610946,2611763.8571428573,684924.1428571428,922604.2857142857,0.41840420701437425,0,0.5299336578858946,4,,,,,-0.3658627358249704,-0.40092806892810195,-0.2945553297939206,,,,,,,,,,
C0075,АО «Металл-Пром-075»,4116804397,2019,Новгородская обл.,68.2,Аренда недвижимости,FND-26341,722caafb4825,2024,23879766,11936871,11942895,3036948,8905947,7800619,2035636,8,10024972,3190468,0.32666228806429676,0.500126131889232,0.3729495088017194,2984970.75,975077.375,1253121.5,0.26095826497871516,0.4090019010029845,0.6918801513368409,5,0.30616523141148133,0.6270037411859373,0.1428571428571428,0.5522785654893059,0.42938142047299016,-0.32015436074896747,0.38756470757748285,1.157578058505545,0.7166817169747715,,,,,,,,
C0075,АО «Металл-Пром-075»,4116804397,2019,Новгородская обл.,68.2,Аренда недвижимости,FND-26341,722caafb4825,2025,19352450,9785102,9567348,2375224,7192124,6300020,3219873,7,7296284,0,0.3255412105444014,0.494373993990425,0.3716389397724836,2764635.714285714,900002.8571428572,1042326.2857142857,0.5110893298751432,0,0.5848116949440952,6,-0.1895879549238464,-0.19236922095541398,-0.125,-0.27218908940593545,0.17819533207761362,-0.5659272802618424,0.715347880274895,-1.7537748193161546,-2.8169908189904853,,,,,,,,
C0076,ООО «Инвест-Инвест-076»,988943330,2023,Ульяновская обл.,62.01,Разработка ПО,FND-13694,23e846638607,2023,81454381,20631075,60823306,9115437,51707869,43076516,5959969,24,23392699,0,0.5288422239682847,0.7467162017964387,0.6348077091151181,3393932.5416666665,1794854.8333333333,974695.7916666666,0.13835773069484078,0,0.24785574792662537,0,,,,,0.7536159213790933,-0.2585749013800587,-2.7731920618378703,,,,,,,,,,
C0076,ООО «Инвест-Инвест-076»,988943330,2023,Ульяновская обл.,62.01,Разработка ПО,FND-13694,23e846638607,2024,72307010,21376398,50930612,12528016,38402596,32965389,7457971,27,23188141,0,0.45590861798876764,0.7043661741786861,0.5311047435096542,2678037.407407407,1220940.3333333333,858820.0370370371,0.22623640206399506,0,0.39241599924226317,1,-0.1123005403478543,-0.23472480922087569,0.125,-0.00874452323778463,-0.27454765960785554,-0.6329115479591285,0.0899752179075822,-1.0956095795989802,2.5714332503869852,,,,,,,,
C0076,ООО «Инвест-Инвест-076»,988943330,2023,Ульяновская обл.,62.01,Разработка ПО,FND-13694,23e846638607,2025,80083724,28284863,51798861,7703149,44095712,33845074,12512563,24,21259539,11797970,0.4226211308555032,0.6468088447035755,0.5506201484836045,3336821.8333333335,1410211.4166666667,885814.125,0.3697011565109889,0.3485875078896267,0.6180383387194557,2,0.10755131487251379,0.02668510903966581,-0.11111111111111116,-0.08317191102124144,-0.49767843428247976,-0.44009035643363426,1.0063680628455598,0.24728515493868738,-1.6487551898316792,,,,,,,,
C0077,ООО «Монолит-Логистик-077»,6174002857,2015,Республика Хакасия,70.22,Управленческий консалтинг,FND-65476,0e087ec55dcb,2023,634922363,518671484,116250879,84404547,31846332,25955200,101637663,56,40720539,0,0.04087932873770899,0.18309463609175158,0.05015783638416277,11337899.339285715,463485.71428571426,727152.4821428572,3.9158882613117987,0,1.6003509960556943,8,,,,,-4.188572188404214,1.7725345124086689,5.445698964135765,,,H3,net_margin,0.04087932873770899,-4.188572188404214,risk,"Маржа существенно ниже отрасли. Аномалия учёта, демпинг или скрытые расходы.",critical,4
