company_id,company_name,inn,ogrn_year,region,okved_code,okved_section,founder_id,address_hash
C0210,ПАО «Трейд-Трейд-210»,5594732772,2021,Псковская обл.,2.4,Лесозаготовка,FND-55977,09ab23b6b607
C0211,ПАО «Мастер-Плюс-211»,7115581790,2023,Республика Крым,2.4,Лесозаготовка,FND-40375,e515df0d202a
C0212,АО «Северный-Логистик-212»,9806196275,2023,Кабардино-Балкарская Республика,46.9,Оптовая торговля,FND-32786,c5ef831f5d34
C0213,ПАО «Логист-Инвест-213»,9248378084,2012,Омская обл.,20.16,Производство пластмасс,FND-20104,f69543a0f1b1
C0214,ПАО «Союз-Групп-214»,6431645642,2020,Волгоградская обл.,41.2,Строительство зданий,FND-85168,daf642455364
C0215,ООО «Прогресс-Холдинг-215»,9549687892,2015,Республика Ингушетия,2.4,Лесозаготовка,FND-71789,f880d0d6a01b
C0216,ПАО «Мастер-Пром-216»,2734523128,2023,Республика Крым,86.21,Частная медицина,FND-99701,a33f5792b2a9
C0217,ПАО «Металл-Ко-217»,1416887653,2008,Свердловская обл.,25.11,Производство металлоконструкций,FND-79444,955d864a6265
C0218,АО «Вектор-Холдинг-218»,4282841775,2012,Воронежская обл.,56.1,Рестораны и кафе,FND-78126,5ef059938ba7
C0219,ООО «Южный-Инжиниринг-219»,5255693255,2012,Кемеровская обл.,70.22,Управленческий консалтинг,FND-58524,97737a7937a1
C0220,ПАО «Вектор-Инжиниринг-220»,1279157866,2021,Новосибирская обл.,62.02,IT-консалтинг,FND-31068,a6869a35be89
C0221,ПАО «Южный-Групп-221»,200396575,2022,Кемеровская обл.,10.71,Производство хлебобулочных изделий,FND-93924,9cea886b9f44
C0222,ПАО «Металл-Пром-222»,6663690236,2008,Забайкальский край,2.4,Лесозаготовка,FND-86818,a495eebbfa24
C0223,АО «Партнёр-Пром-223»,9392619524,2023,Республика Башкортостан,10.71,Производство хлебобулочных изделий,FND-83220,2b6d65b9a944
C0224,ПАО «Инвест-Ко-224»,5695779445,2019,Ленинградская обл.,25.11,Производство металлоконструкций,FND-73172,73e0f7487b8e
C0225,АО «Южный-Сервис-225»,5082068094,2018,Ивановская обл.,52.29,Транспортная логистика,FND-38647,6738fc33dd0b
C0226,ООО «Партнёр-Маркет-226»,8222611966,2018,Республика Калмыкия,49.41,Грузоперевозки автомобильным транспортом,FND-10868,42cbf4730aea
C0227,ПАО «Логист-Логистик-227»,1753715490,2022,Удмуртская Республика,69.2,Аудит и бухгалтерия,FND-61605,ef0d17b3bdb4
C0228,ООО «Мастер-Маркет-228»,3138122931,2008,Республика Саха (Якутия),2.4,Лесозаготовка,FND-37594,9cd78264cf2c
C0229,АО «Прогресс-Торг-229»,1520224319,2019,Иркутская обл.,69.2,Аудит и бухгалтерия,FND-71995,b73ce398c39f
C0230,ПАО «Партнёр-Сервис-230»,7355360846,2023,Республика Коми,41.2,Строительство зданий,FND-53864,c5e1ab9c931d
C0231,АО «Альфа-Инвест-231»,1891561736,2019,Сахалинская обл.,11.01,Производство алкогольных напитков,FND-55977,09ab23b6b607
C0232,ООО «Техно-Ко-232»,9464903367,2015,Республика Ингушетия,68.2,Аренда недвижимости,FND-94494,62da5a6d47be
C0233,АО «Южный-Плюс-233»,1076970110,2023,Костромская обл.,69.2,Аудит и бухгалтерия,FND-81884,6c3cf77d5282
C0234,ООО «Логист-Торг-234»,1683226180,2012,Республика Алтай,2.4,Лесозаготовка,FND-56771,00003e3b9e53
C0235,АО «Вектор-Корп-235»,5547846594,2023,Омская обл.,11.01,Производство алкогольных напитков,FND-21738,f0d7053396e7
C0236,ООО «Металл-Ко-236»,8340994042,2008,Омская обл.,62.01,Разработка ПО,FND-10946,37ca649d980e
C0237,ООО «Союз-Корп-237»,6820657662,2018,Ненецкий АО,11.01,Производство алкогольных напитков,FND-79722,bd470ca955d9
C0238,ПАО «Восточный-Торг-238»,4743190921,2012,Республика Бурятия,43.21,Электромонтажные работы,FND-11075,143758ee65fb
C0239,АО «Финанс-Ко-239»,4360071235,2021,Оренбургская обл.,1.11,Выращивание зерновых,FND-35191,eca89c0554ce
C0240,АО «Капитал-Логистик-240»,2917062399,2018,Алтайский край,25.11,Производство металлоконструкций,FND-92465,e555ebe0ce42
C0241,ПАО «Монолит-Маркет-241»,3069240753,2022,Калининградская обл.,2.4,Лесозаготовка,FND-11170,07a96b1f6109
C0242,АО «Капитал-Групп-242»,2463970315,2023,Республика Крым,1.11,Выращивание зерновых,FND-26492,6c250b592dc9
C0243,АО «Партнёр-Маркет-243»,372075545,2020,Республика Марий Эл,11.01,Производство алкогольных напитков,FND-55569,ce059ef4192c
C0244,ООО «Сигма-Пром-244»,1223063108,2023,Республика Тыва,86.21,Частная медицина,FND-41298,95e62984b87e
C0245,ПАО «Вектор-Торг-245»,2430609101,2022,Приморский край,56.1,Рестораны и кафе,FND-22943,53fde96fcc4b
C0246,ООО «Гранит-Маркет-246»,6092480805,2019,Смоленская обл.,1.11,Выращивание зерновых,FND-58374,168908dd3227
C0247,АО «Сигма-Маркет-247»,9075152617,2012,Смоленская обл.,2.4,Лесозаготовка,FND-23829,22456f4b5455
C0248,ООО «Ресурс-Инвест-248»,5655995984,2015,Еврейская АО,55.1,Гостиницы,FND-66438,bd380c81db01
C0249,ПАО «Логист-Сервис-249»,9437955933,2023,Ульяновская обл.,11.01,Производство алкогольных напитков,FND-38157,cb8a08a240f3
C0250,ПАО «Премиум-Торг-250»,1031352803,2023,Белгородская обл.,62.01,Разработка ПО,FND-20118,3a2a9aef4cbe
C0251,ПАО «Техно-Холдинг-251»,837938491,2012,Омская обл.,1.11,Выращивание зерновых,FND-95561,11dd08ef8df4
C0252,ООО «Атлас-Пром-252»,5361699750,2023,Республика Крым,56.1,Рестораны и кафе,FND-47982,dead35fa1512
C0253,ПАО «Северный-Холдинг-253»,571154616,2008,Республика Хакасия,10.71,Производство хлебобулочных изделий,FND-42275,cba0a4ee5ccd
C0254,ООО «Мастер-Инвест-254»,4335039694,2012,Тюменская обл.,70.22,Управленческий консалтинг,FND-67732,6bc24fc1ab65
C0255,ПАО «Сигма-Групп-255»,7261823834,2015,Брянская обл.,49.41,Грузоперевозки автомобильным транспортом,FND-37395,71f538c5db46
C0256,АО «Бизнес-Корп-256»,9663952026,2023,Калужская обл.,2.4,Лесозаготовка,FND-16957,ad9d4d2bc536
C0257,ПАО «Мастер-Сервис-257»,8086239038,2019,Курганская обл.,10.71,Производство хлебобулочных изделий,FND-21537,2836be05e71a
C0258,ООО «Строй-Пром-258»,3470633992,2008,Республика Татарстан,11.01,Производство алкогольных напитков,FND-92023,04115ec378e4
C0259,ООО «Атлас-Инвест-259»,6039662219,2018,Республика Ингушетия,11.01,Производство алкогольных напитков,FND-53160,e44e875c1210
C0260,ООО «Монолит-Корп-260»,7519919935,2018,Воронежская обл.,41.2,Строительство зданий,FND-34134,2e6d9c6052e9
C0261,АО «Монолит-Логистик-261»,7867111096,2021,Республика Ингушетия,47.11,Розничная торговля,FND-84323,e16e74a63567
C0262,ООО «Металл-Торг-262»,4613412499,2022,Республика Дагестан,47.11,Розничная торговля,FND-39170,3ce6d3c8830d
C0263,ПАО «Кристалл-Корп-263»,3424073367,2022,Чеченская Республика,43.21,Электромонтажные работы,FND-80275,3817157c9127
C0264,ООО «Строй-Пром-264»,5903791487,2022,Рязанская обл.,2.4,Лесозаготовка,FND-70469,5e751896e527
C0265,АО «Инвест-Инжиниринг-265»,4717961441,2015,Республика Адыгея,46.9,Оптовая торговля,FND-36467,234e691320c0
C0266,ООО «Промт-Корп-266»,4353759337,2012,Брянская обл.,43.21,Электромонтажные работы,FND-84120,e9412ee56438
C0267,АО «Монолит-Холдинг-267»,7921890704,2008,Республика Мордовия,43.21,Электромонтажные работы,FND-81237,812b4ba287f5
C0268,АО «Южный-Логистик-268»,625658016,2022,Краснодарский край,52.29,Транспортная логистика,FND-29054,298f95e1bf91
C0269,ООО «Промт-Инвест-269»,9126655973,2012,Краснодарский край,62.02,IT-консалтинг,FND-22206,d5036c644129
C0270,ООО «Монолит-Логистик-270»,1625566176,2023,Челябинская обл.,10.71,Производство хлебобулочных изделий,FND-73394,1980fa3bbff7
C0271,АО «Металл-Торг-271»,9315564167,2020,Приморский край,62.02,IT-консалтинг,FND-10207,136f951362da
C0272,ПАО «Южный-Инвест-272»,382662035,2018,Москва,25.11,Производство металлоконструкций,FND-24920,b9009beb804f
C0273,ООО «Трейд-Сервис-273»,8944011488,2008,Псковская обл.,20.16,Производство пластмасс,FND-64257,1e056d2b0ebd
C0274,ПАО «Ресурс-Трейд-274»,2678392096,2020,Ставропольский край,20.16,Производство пластмасс,FND-84839,ca886eb9edb6
C0275,ПАО «Атлас-Корп-275»,442492317,2019,Ханты-Мансийский АО,25.11,Производство металлоконструкций,FND-22137,52fc2aee802e
C0276,ООО «Атлас-Логистик-276»,7571889617,2015,Орловская обл.,1.11,Выращивание зерновых,FND-60801,c0ad6deb3730
C0277,АО «Восточный-Трейд-277»,1770762225,2012,Республика Бурятия,46.9,Оптовая торговля,FND-97965,5bce843dd76d
C0278,ПАО «Промт-Маркет-278»,5529851385,2023,Новосибирская обл.,62.01,Разработка ПО,FND-27049,598b3e71ec37
C0279,ООО «Южный-Инвест-279»,1558663876,2008,Курганская обл.,46.9,Оптовая торговля,FND-20295,fbaafc6ec0f0
C0280,ПАО «Техно-Корп-280»,7491823193,2019,Курская обл.,68.2,Аренда недвижимости,FND-69412,c02d0450cdd7
C0281,ООО «Монолит-Ко-281»,3554715034,2022,Республика Адыгея,25.11,Производство металлоконструкций,FND-64190,4175a4b46a45
C0282,ООО «Атлас-Маркет-282»,8574752609,2021,Карачаево-Черкесская Республика,43.21,Электромонтажные работы,FND-73783,958adb57686c
C0283,ООО «Монолит-Инвест-283»,187346088,2022,Еврейская АО,70.22,Управленческий консалтинг,FND-10024,8208974663db
C0284,ООО «Трейд-Инжиниринг-284»,8276997995,2022,Республика Калмыкия,11.01,Производство алкогольных напитков,FND-76902,80f4431bf838
C0285,ООО «Альфа-Корп-285»,5912045674,2023,Мурманская обл.,46.9,Оптовая торговля,FND-81449,7e8d7e5ccbdd
C0286,АО «Инвест-Инвест-286»,1961007449,2021,Самарская обл.,41.2,Строительство зданий,FND-27985,937936029af6
C0287,АО «Металл-Инвест-287»,5431658254,2015,Республика Марий Эл,86.21,Частная медицина,FND-85543,8fd7f981e10b
C0288,ООО «Премиум-Логистик-288»,9075872556,2020,Калининградская обл.,20.16,Производство пластмасс,FND-71925,da11e8cd1811
C0289,АО «Ресурс-Ко-289»,495339216,2008,Чеченская Республика,20.16,Производство пластмасс,FND-49855,8576a5108a04
C0290,ПАО «Монолит-Ко-290»,7041072622,2008,Пермский край,1.11,Выращивание зерновых,FND-89144,bd1354624fba
C0291,АО «Финанс-Корп-291»,2150995887,2015,Иркутская обл.,2.4,Лесозаготовка,FND-60222,fd5ac6ce504b
C0292,ООО «Техно-Холдинг-292»,7113377537,2020,Костромская обл.,43.21,Электромонтажные работы,FND-44422,add217938e07
C0293,АО «Мастер-Сервис-293»,9609694983,2022,Калужская обл.,47.11,Розничная торговля,FND-22881,de043a5e4212
C0294,ПАО «Мастер-Торг-294»,7569300045,2018,Республика Коми,68.2,Аренда недвижимости,FND-56073,c0e8517b1fe0
C0295,ООО «Бизнес-Инжиниринг-295»,8251906376,2012,Оренбургская обл.,49.41,Грузоперевозки автомобильным транспортом,FND-24528,a74c3bae3e13
C0296,АО «Союз-Инжиниринг-296»,7310733092,2019,Республика Бурятия,10.71,Производство хлебобулочных изделий,FND-19096,c0172ea66506
C0297,ООО «Вектор-Пром-297»,7269710524,2022,Республика Мордовия,86.21,Частная медицина,FND-29510,9bf31c7ff062
C0298,АО «Премиум-Трейд-298»,5944877509,2020,Камчатский край,56.1,Рестораны и кафе,FND-25886,c87579e73696
C0299,ООО «Техно-Инжиниринг-299»,590476103,2021,Приморский край,70.22,Управленческий консалтинг,FND-49173,3001ef257407
C0300,ПАО «Трейд-Плюс-300»,92376498,2022,Московская обл.,69.2,Аудит и бухгалтерия,FND-14855,5de8a36008b0
C0301,АО «Мастер-Пром-301»,1590164907,2023,Волгоградская обл.,56.1,Рестораны и кафе,FND-11882,46f76a4bda9a
C0302,ПАО «Сигма-Групп-302»,1560238741,2015,Карачаево-Черкесская Республика,25.11,Производство металлоконструкций,FND-81550,d5e2c0adad50
C0303,ООО «Промт-Холдинг-303»,1465490086,2023,Республика Крым,46.9,Оптовая торговля,FND-12048,1eb590c1259f
C0304,АО «Союз-Ко-304»,7411242165,2019,Республика Мордовия,43.21,Электромонтажные работы,FND-90222,8fb5f8be2aa9
C0305,ООО «Трейд-Групп-305»,9968954620,2023,Пермский край,69.2,Аудит и бухгалтерия,FND-29558,09eb27dec1a4
C0306,АО «Трейд-Инвест-306»,2684105105,2020,Ростовская обл.,46.9,Оптовая торговля,FND-40841,986648642d1a
C0307,ООО «Капитал-Групп-307»,3078324481,2020,Республика Калмыкия,55.1,Гостиницы,FND-69636,f6c9dc70ecfd
C0308,АО «Трейд-Сервис-308»,1601841386,2020,Еврейская АО,68.2,Аренда недвижимости,FND-90154,5be278a9e02b
C0309,АО «Трейд-Торг-309»,4404824299,2023,Карачаево-Черкесская Республика,52.29,Транспортная логистика,FND-10665,174b39525e01
C0310,ООО «Южный-Пром-310»,3860407642,2023,Республика Крым,1.11,Выращивание зерновых,FND-48769,4d95d05a4fc4
C0311,ООО «Союз-Логистик-311»,8704784734,2019,Еврейская АО,47.11,Розничная торговля,FND-10178,16e6a3326dd7
C0312,АО «Капитал-Холдинг-312»,6652663959,2019,Ямало-Ненецкий АО,70.22,Управленческий консалтинг,FND-16758,17c3433fecc2
C0313,ООО «Техно-Пром-313»,7571356778,2020,Хабаровский край,86.21,Частная медицина,FND-39548,6fe43269967a
C0314,ООО «Сигма-Сервис-314»,3451765267,2019,Нижегородская обл.,2.4,Лесозаготовка,FND-34687,475cc020a2dc
C0315,ООО «Прогресс-Холдинг-315»,1112904694,2012,Смоленская обл.,43.21,Электромонтажные работы,FND-68177,371bce7dc838
C0316,ПАО «Техно-Сервис-316»,4363568431,2018,Пензенская обл.,47.11,Розничная торговля,FND-32509,5101a4796c51
C0317,ООО «Гранит-Холдинг-317»,4197298661,2008,Ярославская обл.,62.02,IT-консалтинг,FND-25324,8fecb20817b3
C0318,ООО «Трейд-Пром-318»,7691495109,2020,Тюменская обл.,41.2,Строительство зданий,FND-70036,c90070e1f03e
C0319,АО «Монолит-Ко-319»,9515946791,2019,Чувашская Республика,2.4,Лесозаготовка,FND-25319,c7b4bb942f0b
C0320,АО «Омега-Торг-320»,6529205460,2023,Республика Крым,52.29,Транспортная логистика,FND-61697,3f4366aeb9c1
C0321,ПАО «Гранит-Инвест-321»,1833239807,2008,Республика Бурятия,86.21,Частная медицина,FND-64474,8ce6fc704072
C0322,ООО «Трейд-Холдинг-322»,4890970494,2012,Севастополь,55.1,Гостиницы,FND-70570,e561611fa0cc
C0323,АО «Ресурс-Логистик-323»,883540029,2021,Еврейская АО,49.41,Грузоперевозки автомобильным транспортом,FND-71936,2b0f658cbffd
C0324,ООО «Промт-Ко-324»,2907558646,2018,Воронежская обл.,55.1,Гостиницы,FND-58916,2e64da0bae6a
C0325,ООО «Атлас-Логистик-325»,8112493259,2008,Амурская обл.,62.01,Разработка ПО,FND-35403,a4380923dd65
C0326,ПАО «Финанс-Холдинг-326»,2635311274,2020,Алтайский край,43.21,Электромонтажные работы,FND-23424,43b52842663f
C0327,ПАО «Союз-Пром-327»,8778491103,2023,Ямало-Ненецкий АО,49.41,Грузоперевозки автомобильным транспортом,FND-28220,040d45ccc13c
C0328,ООО «Союз-Холдинг-328»,828121106,2020,Пермский край,2.4,Лесозаготовка,FND-69325,544defa9fddf
C0329,ООО «Финанс-Инжиниринг-329»,5012067792,2012,Ханты-Мансийский АО,55.1,Гостиницы,FND-34219,9ec51f6eb240
C0330,АО «Прогресс-Пром-330»,7650875791,2020,Курганская обл.,62.01,Разработка ПО,FND-10567,297fa7777981
C0331,АО «Мастер-Групп-331»,1332219111,2023,Республика Крым,1.11,Выращивание зерновых,FND-47784,d5756748da7d
C0332,АО «Восточный-Торг-332»,7682494888,2021,Вологодская обл.,70.22,Управленческий консалтинг,FND-33500,6f3ef77ac0e3
C0333,ПАО «Мастер-Групп-333»,1369781312,2023,Забайкальский край,25.11,Производство металлоконструкций,FND-55977,09ab23b6b607
C0334,ПАО «Северный-Сервис-334»,4644271246,2019,Саратовская обл.,62.01,Разработка ПО,FND-13895,0771fc6f0f4b
C0335,ООО «Северный-Торг-335»,6160077726,2008,Сахалинская обл.,10.71,Производство хлебобулочных изделий,FND-76164,7ec12aa91918
C0336,АО «Промт-Инвест-336»,4840167814,2008,Пензенская обл.,11.01,Производство алкогольных напитков,FND-60997,e9287a53b946
C0337,ПАО «Кристалл-Логистик-337»,5102536720,2023,Республика Адыгея,1.11,Выращивание зерновых,FND-15913,c5866e93cab1
C0338,АО «Промт-Инвест-338»,3336265903,2020,Республика Крым,20.16,Производство пластмасс,FND-32253,bc6dc48b743d
C0339,ПАО «Металл-Инвест-339»,2659335816,2021,Республика Крым,68.2,Аренда недвижимости,FND-75107,b060700f0a54
C0340,АО «Южный-Маркет-340»,4878520942,2019,Челябинская обл.,70.22,Управленческий консалтинг,FND-85784,18ead4c77c3f
C0341,АО «Южный-Маркет-341»,3085263425,2023,Чувашская Республика,10.71,Производство хлебобулочных изделий,FND-33671,496e05e1aea0
C0342,ПАО «Инвест-Корп-342»,9268899702,2018,Псковская обл.,43.21,Электромонтажные работы,FND-29365,e5afb0f2dbc6
C0343,АО «Инвест-Групп-343»,6822162210,2021,Пензенская обл.,62.02,IT-консалтинг,FND-70838,e37d015e5d80
C0344,ООО «Прогресс-Холдинг-344»,1286189408,2008,Иркутская обл.,2.4,Лесозаготовка,FND-51144,900ed5ed4aee
C0345,АО «Инвест-Корп-345»,8255165754,2023,Республика Крым,55.1,Гостиницы,FND-41205,ebe4bab9796d
C0346,ПАО «Партнёр-Маркет-346»,9212248056,2021,Пермский край,70.22,Управленческий консалтинг,FND-51482,3bf75f7173e9
C0347,АО «Кристалл-Корп-347»,3369077096,2015,Тверская обл.,52.29,Транспортная логистика,FND-82447,141661fa46b1
C0348,АО «Северный-Трейд-348»,9392082289,2018,Магаданская обл.,25.11,Производство металлоконструкций,FND-51573,2f73168bf365
C0349,АО «Партнёр-Инвест-349»,9349112047,2022,Чувашская Республика,10.71,Производство хлебобулочных изделий,FND-52830,aecad4232992
C0350,ПАО «Восточный-Ко-350»,6023512776,2023,Республика Крым,46.9,Оптовая торговля,FND-87858,9f810ebd27f4
C0351,АО «Прогресс-Инжиниринг-351»,5320333850,2015,Московская обл.,68.2,Аренда недвижимости,FND-83207,aaaccd2766ec
C0352,ООО «Северный-Торг-352»,4203917494,2023,Республика Крым,49.41,Грузоперевозки автомобильным транспортом,FND-25533,2151b4c76b4d
C0353,АО «Вектор-Инвест-353»,8692644122,2023,Республика Крым,62.01,Разработка ПО,FND-69110,fb4c48608ce8
C0354,ООО «Атлас-Корп-354»,3234505094,2022,Ивановская обл.,68.2,Аренда недвижимости,FND-89478,7985672db979
C0355,АО «Северный-Инжиниринг-355»,3955259813,2021,Республика Хакасия,47.11,Розничная торговля,FND-66744,d5e2fbef30a4
C0356,АО «Партнёр-Сервис-356»,9286723839,2022,Иркутская обл.,46.9,Оптовая торговля,FND-82833,e904831f48e7
C0357,АО «Логист-Плюс-357»,7499037448,2008,Иркутская обл.,2.4,Лесозаготовка,FND-26207,80b618ebcac7
C0358,АО «Премиум-Инжиниринг-358»,5595540768,2023,Ленинградская обл.,43.21,Электромонтажные работы,FND-47261,5ec829debe54
C0359,ООО «Сигма-Логистик-359»,8649509693,2015,Кабардино-Балкарская Республика,25.11,Производство металлоконструкций,FND-26950,51e6d6e67995
C0360,ПАО «Сигма-Пром-360»,9331980817,2008,Рязанская обл.,62.02,IT-консалтинг,FND-94825,234833147b97
C0361,ПАО «Бизнес-Плюс-361»,3031432604,2019,Вологодская обл.,55.1,Гостиницы,FND-90460,d9b1655c134b
C0362,АО «Мастер-Маркет-362»,6795604083,2020,Волгоградская обл.,10.71,Производство хлебобулочных изделий,FND-69325,544defa9fddf
C0363,ПАО «Сигма-Трейд-363»,5544783570,2008,Республика Алтай,55.1,Гостиницы,FND-69325,544defa9fddf
C0364,АО «Премиум-Корп-364»,4662981176,2019,Республика Башкортостан,46.9,Оптовая торговля,FND-66858,62d90d223cf3
C0365,АО «Союз-Инвест-365»,8964693663,2022,Липецкая обл.,25.11,Производство металлоконструкций,FND-21486,aebf7782a3d4
C0366,ООО «Трейд-Логистик-366»,6646713440,2018,Ставропольский край,25.11,Производство металлоконструкций,FND-29978,d7f14b4988c3
C0367,ООО «Монолит-Торг-367»,8331844457,2018,Кировская обл.,47.11,Розничная торговля,FND-14851,c02d0450cdd7
C0368,ООО «Союз-Трейд-368»,5430844493,2022,Мурманская обл.,20.16,Производство пластмасс,FND-12727,f35a2bc72dfd
C0369,ПАО «Строй-Торг-369»,9368612798,2018,Ненецкий АО,1.11,Выращивание зерновых,FND-57219,7a685d9edd95
C0370,ПАО «Кристалл-Плюс-370»,1147942593,2012,Тульская обл.,86.21,Частная медицина,FND-56798,50abc3e730e3
C0371,АО «Промт-Торг-371»,2549777588,2020,Амурская обл.,46.9,Оптовая торговля,FND-89205,02f039058bd4
C0372,ООО «Финанс-Торг-372»,6815511237,2012,Республика Бурятия,68.2,Аренда недвижимости,FND-76308,1fc5309ccc65
C0373,ООО «Промт-Маркет-373»,4472835037,2020,Ямало-Ненецкий АО,41.2,Строительство зданий,FND-92502,d5ff135377d3
C0374,ООО «Финанс-Инвест-374»,4448730108,2018,Нижегородская обл.,2.4,Лесозаготовка,FND-21112,a10a26631d45
C0375,ПАО «Техно-Плюс-375»,9067652465,2008,Липецкая обл.,55.1,Гостиницы,FND-51116,f4f0edb08c97
C0376,ПАО «Северный-Логистик-376»,6866438678,2015,Самарская обл.,2.4,Лесозаготовка,FND-14845,3f00f874e983
C0377,АО «Трейд-Групп-377»,5336085283,2023,Республика Саха (Якутия),41.2,Строительство зданий,FND-76227,6e79ed05baec
C0378,ООО «Омега-Ко-378»,6127498958,2020,Магаданская обл.,62.01,Разработка ПО,FND-97231,3c51419c5607
C0379,ПАО «Северный-Пром-379»,7151741440,2015,Республика Саха (Якутия),69.2,Аудит и бухгалтерия,FND-27047,12e35d9186dd
C0380,ПАО «Ресурс-Пром-380»,7856969741,2021,Республика Карелия,69.2,Аудит и бухгалтерия,FND-26662,0163cceb20f5
C0381,ПАО «Трейд-Логистик-381»,4793964150,2012,Иркутская обл.,2.4,Лесозаготовка,FND-25432,5a2a330b175f
C0382,ООО «Вектор-Ко-382»,5088284138,2008,Смоленская обл.,62.02,IT-консалтинг,FND-73068,9271905e8405
C0383,ПАО «Инвест-Торг-383»,1167617066,2022,Томская обл.,70.22,Управленческий консалтинг,FND-40516,0a716fe8c774
C0384,ООО «Союз-Трейд-384»,5775151650,2012,Кабардино-Балкарская Республика,68.2,Аренда недвижимости,FND-78387,75b9b6dc7fe4
C0385,ООО «Альфа-Холдинг-385»,7278486408,2023,Московская обл.,47.11,Розничная торговля,FND-54558,8860a4e27cbb
C0386,ООО «Промт-Групп-386»,5217196091,2019,Республика Татарстан,2.4,Лесозаготовка,FND-49062,4eab60e55fe4
C0387,АО «Инвест-Групп-387»,252559235,2019,Нижегородская обл.,55.1,Гостиницы,FND-73461,25ddc0f8c9d3
C0388,ООО «Капитал-Пром-388»,6154857151,2012,Калининградская обл.,47.11,Розничная торговля,FND-80455,6a783b626a6d
C0389,ПАО «Монолит-Инжиниринг-389»,9094583365,2022,Амурская обл.,68.2,Аренда недвижимости,FND-46872,185e65bc4058
C0390,АО «Союз-Групп-390»,8798258896,2012,Республика Коми,20.16,Производство пластмасс,FND-45784,084a8a9aa8cc
C0391,ООО «Союз-Плюс-391»,6049648775,2020,Ненецкий АО,70.22,Управленческий консалтинг,FND-95362,c1e39d912d21
C0392,АО «Инвест-Торг-392»,3176049420,2020,Владимирская обл.,68.2,Аренда недвижимости,FND-99201,4722176876d0
C0393,ООО «Кристалл-Сервис-393»,476096125,2018,Ставропольский край,86.21,Частная медицина,FND-82323,ce47be4abd80
C0394,ПАО «Вектор-Корп-394»,252571696,2023,Республика Крым,86.21,Частная медицина,FND-90538,605ac7e4c16b
C0395,АО «Южный-Инвест-395»,2643782244,2008,Москва,47.11,Розничная торговля,FND-61361,8832ae39136f
C0396,ПАО «Южный-Групп-396»,9130604079,2018,Тверская обл.,47.11,Розничная торговля,FND-42394,e8fd4a8a5bab
C0397,ООО «Сигма-Ко-397»,5404199386,2023,Волгоградская обл.,46.9,Оптовая торговля,FND-18126,040d45ccc13c
C0398,ПАО «Омега-Холдинг-398»,8464876444,2008,Республика Тыва,55.1,Гостиницы,FND-91163,9a4400501feb
C0399,ПАО «Трейд-Групп-399»,1507156247,2020,Республика Бурятия,47.11,Розничная торговля,FND-34369,7059b7dea43d
C0400,ПАО «Техно-Ко-400»,3551462956,2021,Тюменская обл.,46.9,Оптовая торговля,FND-17512,cbfe56813693
C0401,ООО «Техно-Маркет-401»,7366953596,2018,Смоленская обл.,46.9,Оптовая торговля,FND-53072,358aee4cc897
C0402,ПАО «Строй-Корп-402»,2627937219,2008,Ямало-Ненецкий АО,1.11,Выращивание зерновых,FND-11296,7e7e69ea3384
C0403,ООО «Техно-Торг-403»,9391222182,2022,Ханты-Мансийский АО,25.11,Производство металлоконструкций,FND-12817,e98741479a7b
C0404,АО «Техно-Ко-404»,8324331576,2015,Мурманская обл.,47.11,Розничная торговля,FND-18569,519c84155964
C0405,ПАО «Северный-Корп-405»,3592061573,2018,Новосибирская обл.,41.2,Строительство зданий,FND-92504,4ef1477dc99f
C0406,ООО «Партнёр-Групп-406»,7761387351,2022,Иркутская обл.,2.4,Лесозаготовка,FND-78875,d800149d2f94
C0407,ПАО «Финанс-Торг-407»,6284224318,2023,Республика Крым,1.11,Выращивание зерновых,FND-82161,2bd7f907b7f5
C0408,ООО «Премиум-Трейд-408»,4644483312,2020,Чукотский АО,62.02,IT-консалтинг,FND-19946,7ed2d3454c5e
C0409,АО «Строй-Групп-409»,1353627781,2012,Республика Ингушетия,2.4,Лесозаготовка,FND-28070,75ac2c91d93e
C0410,АО «Северный-Торг-410»,7069982722,2020,Республика Адыгея,62.02,IT-консалтинг,FND-82432,73f124c77df2
C0411,ООО «Южный-Ко-411»,9448018374,2020,Республика Алтай,70.22,Управленческий консалтинг,FND-56486,139c3c1b7ca4
C0412,АО «Атлас-Торг-412»,791936668,2023,Тамбовская обл.,56.1,Рестораны и кафе,FND-36765,012d9fe15b24
C0413,ПАО «Восточный-Инжиниринг-413»,8015064109,2023,Республика Крым,49.41,Грузоперевозки автомобильным транспортом,FND-36986,eb1848290d5a
C0414,ПАО «Альфа-Плюс-414»,3939147392,2020,Хабаровский край,10.71,Производство хлебобулочных изделий,FND-50600,3bf29f38421b
C0415,ПАО «Трейд-Пром-415»,7429486235,2019,Сахалинская обл.,1.11,Выращивание зерновых,FND-70319,0b794a03744a
C0416,АО «Союз-Корп-416»,7388416436,2022,Кабардино-Балкарская Республика,62.02,IT-консалтинг,FND-22521,92cf3f7ef906
C0417,АО «Техно-Пром-417»,2967249590,2015,Республика Башкортостан,52.29,Транспортная логистика,FND-76112,4f714c73db51
C0418,АО «Альфа-Групп-418»,6643310271,2008,Псковская обл.,62.01,Разработка ПО,FND-73538,7d0a9bd08315
C0419,ООО «Кристалл-Холдинг-419»,8101253076,2022,Иркутская обл.,52.29,Транспортная логистика,FND-67757,fc9e62695def
