company_id,company_name,year,region,okved_section,hypothesis_code,metric,value,zscore,interpretation,interpretation_reason,criticality,criticality_score,net_profit,dividends_paid,headcount,payout_ratio,tax_to_profit,financial_pressure_ratio,rev_growth,emp_growth
C0137,ООО «Капитал-Инжиниринг-137»,2023,Вологодская обл.,Строительство зданий,H5,rev_per_emp,20628752,7.198900365048925,risk,Экстремальная выручка на сотрудника при headcount=2. Вероятны транзитные операции или ошибка в данных.,critical,4,10071607,4383478,2,0.4352312396621512,0.343324456563883,0.6770959169742162,,
C0137,ООО «Капитал-Инжиниринг-137»,2024,Вологодская обл.,Строительство зданий,H5,rev_per_emp,16250375,4.0393355784877105,risk,Экстремальная выручка на сотрудника при headcount=3. Вероятны транзитные операции или ошибка в данных.,critical,4,16523685,0,3,0,0.2715216974906021,0.34844320410591895,0.18163049805436615,0.5
C0137,ООО «Капитал-Инжиниринг-137»,2025,Вологодская обл.,Строительство зданий,H3,net_margin,0.4141670830503967,2.199428182826877,economic_signal,Маржа выше отрасли. Повышенная эффективность.,low,1,19125970,0,3,0,0.15247932523160918,0.23508979966080837,-0.052752977495391096,0
C0148,ООО «Ресурс-Ко-148»,2023,Новосибирская обл.,Рестораны и кафе,H5,rev_per_emp,26808682.284974094,12.91122566571726,economic_signal,"Выручка на сотрудника выше отрасли. Автоматизация, крупный контракт или высокая эффективность.",medium,2,1108999765,0,193,0,0.6470410730880543,0.6664631701707765,,
C0148,ООО «Ресурс-Ко-148»,2024,Новосибирская обл.,Рестораны и кафе,H5,rev_per_emp,23856525.83710407,7.596671678006913,economic_signal,"Выручка на сотрудника выше отрасли. Автоматизация, крупный контракт или высокая эффективность.",medium,2,1889600536,0,221,0,0.5245915028677786,0.6043221541264164,0.018982429917031585,0.14507772020725396
C0148,ООО «Ресурс-Ко-148»,2025,Новосибирская обл.,Рестораны и кафе,H5,rev_per_emp,23282281.5215311,4.394287007000685,economic_signal,"Выручка на сотрудника выше отрасли. Автоматизация, крупный контракт или высокая эффективность.",medium,2,1576372018,0,209,0,0.29782608523821186,0.45651376792047604,-0.07706237739049748,-0.05429864253393668
C0150,ПАО «Инвест-Корп-150»,2023,Республика Татарстан,Розничная торговля,H4,financial_pressure_ratio,2.4495220242061118,3.765032958397146,risk,Высокое финансовое давление: opex+налоги+дивиденды слабо покрываются валовой прибылью.,critical,4,-360548,0,10,,,2.4495220242061118,,
C0150,ПАО «Инвест-Корп-150»,2025,Республика Татарстан,Розничная торговля,H4,financial_pressure_ratio,1.2958533573971864,0.787590293190497,risk,Повышенное финансовое давление по прокси-индикатору.,high,3,1619600,0,9,0,2.168531118794764,1.2958533573971864,0.013926388310254723,0
C0154,АО «Мастер-Инжиниринг-154»,2023,Брянская обл.,Строительство зданий,H5,rev_per_emp,23365281,8.37973812206894,risk,Экстремальная выручка на сотрудника при headcount=3. Вероятны транзитные операции или ошибка в данных.,critical,4,15387036,6953516,3,0.4519074368838807,0.8302760843608866,1.002744484924301,,
C0154,АО «Мастер-Инжиниринг-154»,2024,Брянская обл.,Строительство зданий,H5,rev_per_emp,25817305.333333332,7.1096841236426735,risk,Экстремальная выручка на сотрудника при headcount=3. Вероятны транзитные операции или ошибка в данных.,critical,4,27523574,0,3,0,0.248834871517776,0.4480095123403334,0.10494307058979224,0
C0154,АО «Мастер-Инжиниринг-154»,2025,Брянская обл.,Строительство зданий,H5,rev_per_emp,27199297.25,6.154309234867411,economic_signal,"Выручка на сотрудника выше отрасли. Автоматизация, крупный контракт или высокая эффективность.",medium,2,25187965,4125556,4,0.16379076277102975,0.3420405340407611,0.5874793780597585,0.40470623089556623,0.33333333333333326
C0156,ООО «Южный-Маркет-156»,2023,Удмуртская Республика,Оптовая торговля,H3,net_margin,-0.04676575504522577,-3.039882458597726,risk,"Маржа существенно ниже отрасли. Аномалия учёта, демпинг или скрытые расходы.",critical,4,-1812852,0,11,,,3.214829073402594,,
C0156,ООО «Южный-Маркет-156»,2023,Удмуртская Республика,Оптовая торговля,H4,financial_pressure_ratio,3.214829073402594,6.089579421509394,risk,Высокое финансовое давление: opex+налоги+дивиденды слабо покрываются валовой прибылью.,critical,4,-1812852,0,11,,,3.214829073402594,,
C0156,ООО «Южный-Маркет-156»,2023,Удмуртская Республика,Оптовая торговля,H6,multi_flags,2,,risk,"Сработало 2 флагов (рисковых: 2): H3(-3.0), H4(fpr=3.21). Многомерная аномалия.",critical,4,-1812852,0,11,,,3.214829073402594,,
C0158,ООО «Строй-Торг-158»,2024,Республика Мордовия,Аудит и бухгалтерия,H3,net_margin,0.6264629794115962,2.1871825868032717,economic_signal,Маржа выше отрасли. Повышенная эффективность.,low,1,1085362707,438133923,171,0.40367512185030324,0.25646514958063693,0.6464565709074822,-0.11313089344751581,-0.10471204188481675
C0159,ООО «Металл-Логистик-159»,2025,Тюменская обл.,Производство хлебобулочных изделий,H3,net_margin,0.08774807510572032,-2.111774774371537,risk,Маржа ниже отрасли. Возможны операционные проблемы.,high,3,7400817,0,5,0,0.7619820892747382,0.8590545599978004,-0.014426958414279656,0
C0162,АО «Атлас-Плюс-162»,2023,Республика Башкортостан,Управленческий консалтинг,H3,net_margin,0.06064005661092835,-3.9885475785307105,risk,"Маржа существенно ниже отрасли. Аномалия учёта, демпинг или скрытые расходы.",critical,4,22250219,4836209,119,0.21735556850024712,1.9654183179050957,1.326746492298808,,
C0162,АО «Атлас-Плюс-162»,2023,Республика Башкортостан,Управленческий консалтинг,H4,financial_pressure_ratio,1.326746492298808,4.11560120666419,risk,Повышенное финансовое давление по прокси-индикатору.,high,3,22250219,4836209,119,0.21735556850024712,1.9654183179050957,1.326746492298808,,
C0162,АО «Атлас-Плюс-162»,2023,Республика Башкортостан,Управленческий консалтинг,H6,multi_flags,2,,risk,"Сработало 2 флагов (рисковых: 2): H3(-4.0), H4(fpr=1.33). Многомерная аномалия.",critical,4,22250219,4836209,119,0.21735556850024712,1.9654183179050957,1.326746492298808,,
C0162,АО «Атлас-Плюс-162»,2024,Республика Башкортостан,Управленческий консалтинг,H3,net_margin,0.11845027266938142,-5.701408958346852,risk,"Маржа существенно ниже отрасли. Аномалия учёта, демпинг или скрытые расходы.",critical,4,38370143,6060498,119,0.15794827764910857,1.1576337622718789,1.0544495778987075,-0.11715866035839684,0
C0162,АО «Атлас-Плюс-162»,2025,Республика Башкортостан,Управленческий консалтинг,H3,net_margin,0.06568870628218133,-3.4864160197845524,risk,"Маржа существенно ниже отрасли. Аномалия учёта, демпинг или скрытые расходы.",critical,4,20542407,0,111,0,1.941930709483071,1.205646606727368,-0.034608950755188106,-0.0672268907563025
C0162,АО «Атлас-Плюс-162»,2025,Республика Башкортостан,Управленческий консалтинг,H4,financial_pressure_ratio,1.205646606727368,4.039700216377082,risk,Повышенное финансовое давление по прокси-индикатору.,high,3,20542407,0,111,0,1.941930709483071,1.205646606727368,-0.034608950755188106,-0.0672268907563025
C0162,АО «Атлас-Плюс-162»,2025,Республика Башкортостан,Управленческий консалтинг,H6,multi_flags,2,,risk,"Сработало 2 флагов (рисковых: 2): H3(-3.5), H4(fpr=1.21). Многомерная аномалия.",critical,4,20542407,0,111,0,1.941930709483071,1.205646606727368,-0.034608950755188106,-0.0672268907563025
C0163,АО «Северный-Сервис-163»,2024,Архангельская обл.,Гостиницы,H2,rev_growth,0.9577757705269212,0.43155864637772523,risk,Рост выручки при сокращении штата без роста производительности.,high,3,460686253,205567299,303,0.44621973775284324,0.04029799430546498,0.5542706858069522,0.9577757705269212,-0.06481481481481477
C0164,ПАО «Сигма-Сервис-164»,2023,Приморский край,Рестораны и кафе,H5,rev_per_emp,619847290,349.40608779856717,risk,Экстремальная выручка на сотрудника при headcount=3. Вероятны транзитные операции или ошибка в данных.,critical,4,364478697,95421364,3,0.26180230774914126,0.4008269459984379,0.693338401771777,,
C0164,ПАО «Сигма-Сервис-164»,2024,Приморский край,Рестораны и кафе,H5,rev_per_emp,688458651,272.85700230691896,risk,Экстремальная выручка на сотрудника при headcount=3. Вероятны транзитные операции или ошибка в данных.,critical,4,417322959,0,3,0,0.3173479032098974,0.5663256734637258,0.1106907493295648,0
C0164,ПАО «Сигма-Сервис-164»,2025,Приморский край,Рестораны и кафе,H5,rev_per_emp,689774601,164.44759031274037,risk,Экстремальная выручка на сотрудника при headcount=3. Вероятны транзитные операции или ошибка в данных.,critical,4,471130120,0,3,0,0.6548669250864283,0.6568490066372985,0.0019114437709346621,0
C0172,ООО «Металл-Ко-172»,2025,Калининградская обл.,Выращивание зерновых,H2,rev_growth,1.0062741740220287,-0.36081207731896325,risk,Рост выручки при сокращении штата без роста производительности.,high,3,100113388,49619506,66,0.495633071572805,0.024198791474323095,0.5330938150235874,1.0062741740220287,-0.07042253521126762
C0173,ПАО «Северный-Инжиниринг-173»,2023,Тульская обл.,Грузоперевозки автомобильным транспортом,H3,net_margin,0.3461121343236272,2.391989967736363,economic_signal,Маржа выше отрасли. Повышенная эффективность.,low,1,5669242,0,4,0,0.2147257075990053,0.4364165560075537,,
C0176,АО «Техно-Сервис-176»,2023,Чеченская Республика,Производство металлоконструкций,H5,rev_per_emp,22005521.333333332,4.086045477374316,risk,Экстремальная выручка на сотрудника при headcount=3. Вероятны транзитные операции или ошибка в данных.,critical,4,15653018,0,3,0,0.2722869800571366,0.4510968755557291,,
C0176,АО «Техно-Сервис-176»,2025,Чеченская Республика,Производство металлоконструкций,H5,rev_per_emp,27824782.5,4.385909123982616,risk,Экстремальная выручка на сотрудника при headcount=2. Вероятны транзитные операции или ошибка в данных.,critical,4,11046225,3399116,2,0.3077174328786531,0.7389276427014659,0.8548496711496528,0.004007238001586755,-0.33333333333333337
C0177,АО «Северный-Инвест-177»,2025,Ивановская обл.,Выращивание зерновых,H2,rev_growth,0.16833659354899022,0.6744907594765952,risk,Рост выручки при сокращении штата без роста производительности.,high,3,15211928833,2429529318,3734,0.15971211439863564,0.4427481602720433,0.6099321038853174,0.16833659354899022,-0.07870713052060208
C0178,АО «Вектор-Корп-178»,2023,Брянская обл.,Производство алкогольных напитков,H3,net_margin,0.13080107457187948,-2.325263520529781,risk,Маржа ниже отрасли. Возможны операционные проблемы.,high,3,6633368,0,15,0,1.1020624816835127,0.9148967494242244,,
C0178,АО «Вектор-Корп-178»,2025,Брянская обл.,Производство алкогольных напитков,H2,rev_growth,0.1514672582552976,-0.21720900993465764,risk,Рост выручки при сокращении штата без роста производительности.,high,3,17467411,3866618,15,0.22136182631759224,0.4057452475355392,0.6396403483791352,0.1514672582552976,-0.11764705882352944
C0178,АО «Вектор-Корп-178»,2025,Брянская обл.,Производство алкогольных напитков,H3,net_margin,0.30747112071475396,2.141436951658045,economic_signal,Маржа выше отрасли. Повышенная эффективность.,low,1,17467411,3866618,15,0.22136182631759224,0.4057452475355392,0.6396403483791352,0.1514672582552976,-0.11764705882352944
C0178,АО «Вектор-Корп-178»,2025,Брянская обл.,Производство алкогольных напитков,H6,multi_flags,2,,economic_signal,"Сработало 2 флагов: H2(risk), H3(+2.1). Большинство экономически объяснимо.",medium,2,17467411,3866618,15,0.22136182631759224,0.4057452475355392,0.6396403483791352,0.1514672582552976,-0.11764705882352944
C0180,АО «Техно-Трейд-180»,2024,Республика Крым,Производство хлебобулочных изделий,H3,net_margin,0.28748028518379043,2.3706580842605343,economic_signal,Маржа выше отрасли. Повышенная эффективность.,low,1,18566274,6312824,8,0.3400156649632554,0.5383316544827466,0.7733588713270394,0.07520614169736084,0
C0184,ПАО «Металл-Холдинг-184»,2024,Тульская обл.,Розничная торговля,H4,financial_pressure_ratio,2.153020990462751,3.60738160248133,risk,Высокое финансовое давление: opex+налоги+дивиденды слабо покрываются валовой прибылью.,critical,4,-287286,0,16,,,2.153020990462751,0.06747371025469029,0.06666666666666665
C0184,ПАО «Металл-Холдинг-184»,2025,Тульская обл.,Розничная торговля,H4,financial_pressure_ratio,2.265931510362068,4.246993823492837,risk,Высокое финансовое давление: opex+налоги+дивиденды слабо покрываются валовой прибылью.,critical,4,68815,0,18,0,91.89025648477802,2.265931510362068,0.07726589555052632,0.125
C0186,ООО «Омега-Холдинг-186»,2025,Республика Бурятия,Разработка ПО,H5,rev_per_emp,19000293.25,3.242593304141217,economic_signal,"Выручка на сотрудника выше отрасли. Автоматизация, крупный контракт или высокая эффективность.",medium,2,33767515,0,4,0,0.2542770470376633,0.3413575357408097,0.2697940375736281,0
C0188,ПАО «Северный-Ко-188»,2023,Тульская обл.,Производство пластмасс,H3,net_margin,0.08412415817500618,-2.567526961020518,risk,Маржа ниже отрасли. Возможны операционные проблемы.,high,3,8363937,0,126,0,0.822786446143724,0.900723733273036,,
C0189,ПАО «Атлас-Пром-189»,2023,Республика Калмыкия,Лесозаготовка,H3,net_margin,0.4254976117993016,2.7828002104979612,economic_signal,Маржа выше отрасли. Повышенная эффективность.,low,1,260411874,129630434,45,0.4977900278080254,0.2886337202888068,0.7373787418764042,,
C0189,ПАО «Атлас-Пром-189»,2023,Республика Калмыкия,Лесозаготовка,H5,rev_per_emp,13600383.111111112,5.110506012331205,economic_signal,"Выручка на сотрудника выше отрасли. Автоматизация, крупный контракт или высокая эффективность.",medium,2,260411874,129630434,45,0.4977900278080254,0.2886337202888068,0.7373787418764042,,
C0189,ПАО «Атлас-Пром-189»,2023,Республика Калмыкия,Лесозаготовка,H6,multi_flags,2,,economic_signal,"Сработало 2 флагов: H3(+2.8), H5(+5.1). Большинство экономически объяснимо.",medium,2,260411874,129630434,45,0.4977900278080254,0.2886337202888068,0.7373787418764042,,
C0189,ПАО «Атлас-Пром-189»,2024,Республика Калмыкия,Лесозаготовка,H5,rev_per_emp,13922731.081632653,5.22025248796295,economic_signal,"Выручка на сотрудника выше отрасли. Автоматизация, крупный контракт или высокая эффективность.",medium,2,128011885,24406621,49,0.1906590235742564,0.8180513004710461,0.8308093074088745,0.11469706801069846,0.0888888888888888
C0189,ПАО «Атлас-Пром-189»,2025,Республика Калмыкия,Лесозаготовка,H5,rev_per_emp,14158226.204545455,4.574408824904872,economic_signal,"Выручка на сотрудника выше отрасли. Автоматизация, крупный контракт или высокая эффективность.",medium,2,218628411,105258975,44,0.48145149351151806,0.24193667125907073,0.6967186517618218,-0.08685234453245605,-0.10204081632653061
C0190,ООО «Сигма-Ко-190»,2023,Республика Коми,Лесозаготовка,H3,net_margin,0.3883803811651017,2.1272776545014476,economic_signal,Маржа выше отрасли. Повышенная эффективность.,low,1,134525232,0,42,0,0.372521104442325,0.40195925373584,,
C0190,ООО «Сигма-Ко-190»,2024,Республика Коми,Лесозаготовка,H5,rev_per_emp,9738809.904761905,3.1565005950336924,economic_signal,"Выручка на сотрудника выше отрасли. Автоматизация, крупный контракт или высокая эффективность.",medium,2,119856780,0,42,0,0.4339524389024968,0.47049461590260394,0.18088801008012867,0
C0190,ООО «Сигма-Ко-190»,2025,Республика Коми,Лесозаготовка,H5,rev_per_emp,11657399.355555555,3.5381689649109975,economic_signal,"Выручка на сотрудника выше отрасли. Автоматизация, крупный контракт или высокая эффективность.",medium,2,124817813,0,45,0,0.7114240577184284,0.6579746920871253,0.28250482967000634,0.0714285714285714
C0193,ООО «Промт-Инвест-193»,2023,Орловская обл.,Гостиницы,H5,rev_per_emp,325447335.3333333,74.67265313586155,risk,Экстремальная выручка на сотрудника при headcount=3. Вероятны транзитные операции или ошибка в данных.,critical,4,236116086,0,3,0,0.4087965611965972,0.4850835474277877,,
C0193,ООО «Промт-Инвест-193»,2024,Орловская обл.,Гостиницы,H5,rev_per_emp,410985846.6666667,74.72063346457296,risk,Экстремальная выручка на сотрудника при headcount=3. Вероятны транзитные операции или ошибка в данных.,critical,4,237189911,0,3,0,0.8328741309743145,0.7756379069664378,0.2628336509368623,0
C0193,ООО «Промт-Инвест-193»,2025,Орловская обл.,Гостиницы,H5,rev_per_emp,420128840.6666667,77.6805269956426,risk,Экстремальная выручка на сотрудника при headcount=3. Вероятны транзитные операции или ошибка в данных.,critical,4,167187069,44813024,3,0.2680412083783824,1.353125916693952,1.0756258248188062,0.0222464935816038,0
C0200,ПАО «Омега-Ко-200»,2024,Нижегородская обл.,Оптовая торговля,H4,financial_pressure_ratio,1.544220908070472,0.7949855284385116,risk,Повышенное финансовое давление по прокси-индикатору.,high,3,2048382,0,20,0,3.5445624888326495,1.544220908070472,0.35587687525175693,0.05263157894736836
C0201,ООО «Мастер-Сервис-201»,2024,Ярославская обл.,Рестораны и кафе,H2,rev_growth,1.0401075038291427,0.5820903803620617,risk,Рост выручки при сокращении штата без роста производительности.,high,3,43611429,0,24,0,0.04619236393285806,0.2314866211407446,1.0401075038291427,-0.07692307692307687
C0201,ООО «Мастер-Сервис-201»,2025,Ярославская обл.,Рестораны и кафе,H2,rev_growth,0.8810543495756207,1.8987540972898167,risk,Рост выручки при сокращении штата без роста производительности.,high,3,52574320,25273084,22,0.4807115717331199,0.07882894158212603,0.6368250489612614,0.8810543495756207,-0.08333333333333337
C0203,ООО «Мастер-Инжиниринг-203»,2024,Иркутская обл.,Производство алкогольных напитков,H2,rev_growth,0.385160715510696,5.138387752028061,economic_signal,Рост выручки при сокращении штата с ростом rev_per_emp. Автоматизация/аутсорсинг.,medium,2,22727295,0,3,0,0.2984516195174129,0.421218809917655,0.385160715510696,-0.25
C0203,ООО «Мастер-Инжиниринг-203»,2024,Иркутская обл.,Производство алкогольных напитков,H5,rev_per_emp,24526728.666666668,5.138387752028061,risk,Экстремальная выручка на сотрудника при headcount=3. Вероятны транзитные операции или ошибка в данных.,critical,4,22727295,0,3,0,0.2984516195174129,0.421218809917655,0.385160715510696,-0.25
C0203,ООО «Мастер-Инжиниринг-203»,2024,Иркутская обл.,Производство алкогольных напитков,H6,multi_flags,2,,economic_signal,"Сработало 2 флагов: H2(signal), H5(+5.1,micro). Большинство экономически объяснимо.",medium,2,22727295,0,3,0,0.2984516195174129,0.421218809917655,0.385160715510696,-0.25
C0206,ООО «Промт-Трейд-206»,2023,Амурская обл.,Розничная торговля,H4,financial_pressure_ratio,1.2387029936828868,0.1516417870428953,risk,Повышенное финансовое давление по прокси-индикатору.,high,3,1313986,0,22,0,1.8824165554275312,1.2387029936828868,,
C0208,ООО «Атлас-Логистик-208»,2024,Ульяновская обл.,Транспортная логистика,H2,rev_growth,0.15488450750340843,-0.5825406029293393,risk,Рост выручки при сокращении штата без роста производительности.,high,3,10091943,0,14,0,0.660781972311972,0.5932181706714988,0.15488450750340843,-0.06666666666666665
C0211,ПАО «Мастер-Плюс-211»,2023,Республика Крым,Лесозаготовка,H5,rev_per_emp,15318626.5,5.977831620008278,risk,Экстремальная выручка на сотрудника при headcount=2. Вероятны транзитные операции или ошибка в данных.,critical,4,10421357,3031447,2,0.29088793330849333,0.35701876444689495,0.6937447588400587,,
C0211,ПАО «Мастер-Плюс-211»,2024,Республика Крым,Лесозаготовка,H5,rev_per_emp,11847550.666666666,4.1966534935003255,risk,Экстремальная выручка на сотрудника при headcount=3. Вероятны транзитные операции или ошибка в данных.,critical,4,14984015,2804193,3,0.1871456348648877,0.4756592275167904,0.6625456700176021,0.16011223329976754,0.5
C0211,ПАО «Мастер-Плюс-211»,2025,Республика Крым,Лесозаготовка,H5,rev_per_emp,16423331,5.512975154301615,risk,Экстремальная выручка на сотрудника при headcount=3. Вероятны транзитные операции или ошибка в данных.,critical,4,12680430,0,3,0,0.6085232914025787,0.6612117997047137,0.38622163028239975,0
C0213,ПАО «Логист-Инвест-213»,2023,Омская обл.,Производство пластмасс,H5,rev_per_emp,426092588.3333333,148.01912415717175,risk,Экстремальная выручка на сотрудника при headcount=3. Вероятны транзитные операции или ошибка в данных.,critical,4,253374021,0,3,0,0.5214830608067746,0.5947577533878478,,
C0213,ПАО «Логист-Инвест-213»,2024,Омская обл.,Производство пластмасс,H5,rev_per_emp,482354828.3333333,159.93495091525392,risk,Экстремальная выручка на сотрудника при headcount=3. Вероятны транзитные операции или ошибка в данных.,critical,4,196612845,0,3,0,0.7622528477221313,0.7866708455092638,0.13204228738188206,0
C0213,ПАО «Логист-Инвест-213»,2025,Омская обл.,Производство пластмасс,H5,rev_per_emp,485992331,172.31756056308436,risk,Экстремальная выручка на сотрудника при headcount=3. Вероятны транзитные операции или ошибка в данных.,critical,4,257487981,53829032,3,0.2090545422390026,0.9609276714162437,0.9585301376784412,0.007541134561118046,0
C0216,ПАО «Мастер-Пром-216»,2023,Республика Крым,Частная медицина,H5,rev_per_emp,16088922.333333334,3.2491055328180485,risk,Экстремальная выручка на сотрудника при headcount=3. Вероятны транзитные операции или ошибка в данных.,critical,4,14631926,3445706,3,0.23549230634435958,0.3727426587586624,0.6872062629522105,,
C0216,ПАО «Мастер-Пром-216»,2024,Республика Крым,Частная медицина,H5,rev_per_emp,17313838.666666668,3.777782874022018,risk,Экстремальная выручка на сотрудника при headcount=3. Вероятны транзитные операции или ошибка в данных.,critical,4,16353759,0,3,0,0.2684820046571556,0.4093140331285819,0.07613414422391296,0
C0216,ПАО «Мастер-Пром-216»,2025,Республика Крым,Частная медицина,H5,rev_per_emp,16712510.333333334,4.388547929476144,risk,Экстремальная выручка на сотрудника при headcount=3. Вероятны транзитные операции или ошибка в данных.,critical,4,14424674,0,3,0,0.21499217244008426,0.373156635033434,-0.03473108101041944,0
C0217,ПАО «Металл-Ко-217»,2024,Свердловская обл.,Производство металлоконструкций,H3,net_margin,0.042469884034820285,-2.050067707052877,risk,Маржа ниже отрасли. Возможны операционные проблемы.,high,3,1382092,0,19,0,3.365642084607971,1.3717085373532314,0.14794296122969053,0.05555555555555558
C0217,ПАО «Металл-Ко-217»,2024,Свердловская обл.,Производство металлоконструкций,H4,financial_pressure_ratio,1.3717085373532314,2.22256348869482,risk,Повышенное финансовое давление по прокси-индикатору.,high,3,1382092,0,19,0,3.365642084607971,1.3717085373532314,0.14794296122969053,0.05555555555555558
C0217,ПАО «Металл-Ко-217»,2024,Свердловская обл.,Производство металлоконструкций,H6,multi_flags,2,,risk,"Сработало 2 флагов (рисковых: 2): H3(-2.1), H4(fpr=1.37). Многомерная аномалия.",critical,4,1382092,0,19,0,3.365642084607971,1.3717085373532314,0.14794296122969053,0.05555555555555558
C0217,ПАО «Металл-Ко-217»,2025,Свердловская обл.,Производство металлоконструкций,H2,rev_growth,0.16326223450714483,-0.8110967373934201,risk,Рост выручки при сокращении штата без роста производительности.,high,3,7451369,2186762,18,0.29347117288111757,0.43502717420114345,0.7547449754712097,0.16326223450714483,-0.052631578947368474
C0219,ООО «Южный-Инжиниринг-219»,2023,Кемеровская обл.,Управленческий консалтинг,H3,net_margin,0.0424507334379152,-4.172665911361751,risk,"Маржа существенно ниже отрасли. Аномалия учёта, демпинг или скрытые расходы.",critical,4,2314629,0,11,0,2.070260503951173,1.176766236067798,,
C0219,ООО «Южный-Инжиниринг-219»,2024,Кемеровская обл.,Управленческий консалтинг,H3,net_margin,0.07285488589889699,-6.444073057752604,risk,"Маржа существенно ниже отрасли. Аномалия учёта, демпинг или скрытые расходы.",critical,4,3657845,0,10,0,1.3623663659887173,1.0289191397069481,-0.07918915823392414,-0.09090909090909094
C0219,ООО «Южный-Инжиниринг-219»,2025,Кемеровская обл.,Управленческий консалтинг,H3,net_margin,0.06420050704847337,-3.4996181514567564,risk,"Маржа существенно ниже отрасли. Аномалия учёта, демпинг или скрытые расходы.",critical,4,2816854,0,10,0,1.9084865598288019,1.182562303106772,-0.12610498188599017,0
C0220,ПАО «Вектор-Инжиниринг-220»,2023,Новосибирская обл.,IT-консалтинг,H5,rev_per_emp,27091478.666666668,4.142524995227831,risk,Экстремальная выручка на сотрудника при headcount=3. Вероятны транзитные операции или ошибка в данных.,critical,4,42235197,0,3,0,0.13305627531463865,0.2412659351864956,,
C0220,ПАО «Вектор-Инжиниринг-220»,2024,Новосибирская обл.,IT-консалтинг,H5,rev_per_emp,30759980.333333332,4.65866490803815,risk,Экстремальная выручка на сотрудника при headcount=3. Вероятны транзитные операции или ошибка в данных.,critical,4,51791688,0,3,0,0.15721509212057347,0.22566528461795518,0.1354116440746509,0
C0220,ПАО «Вектор-Инжиниринг-220»,2025,Новосибирская обл.,IT-консалтинг,H5,rev_per_emp,25820748.333333332,3.99194009616407,risk,Экстремальная выручка на сотрудника при headcount=3. Вероятны транзитные операции или ошибка в данных.,critical,4,30368442,0,3,0,0.30237296994030843,0.3784557000173376,-0.16057331462749846,0
C0221,ПАО «Южный-Групп-221»,2024,Кемеровская обл.,Производство хлебобулочных изделий,H2,rev_growth,1.182997368353497,2.5229585030625463,economic_signal,Рост выручки при сокращении штата с ростом rev_per_emp. Автоматизация/аутсорсинг.,medium,2,103802256,47255896,46,0.45524921924625605,0.13385875736650657,0.7015521231044198,1.182997368353497,-0.061224489795918324
C0221,ПАО «Южный-Групп-221»,2025,Кемеровская обл.,Производство хлебобулочных изделий,H5,rev_per_emp,43869447.95555556,7.685015463448054,economic_signal,"Выручка на сотрудника выше отрасли. Автоматизация, крупный контракт или высокая эффективность.",medium,2,344324448,54295935,45,0.15768829461682604,0.05292553609205234,0.38495465981442195,1.4757345992907318,-0.021739130434782594
C0226,ООО «Партнёр-Маркет-226»,2023,Республика Калмыкия,Грузоперевозки автомобильным транспортом,H5,rev_per_emp,1212571177,265.5051738520147,risk,Экстремальная выручка на сотрудника при headcount=1. Вероятны транзитные операции или ошибка в данных.,critical,4,249703160,0,1,0,0.7573956252696201,0.7410300273988359,,
C0226,ООО «Партнёр-Маркет-226»,2024,Республика Калмыкия,Грузоперевозки автомобильным транспортом,H5,rev_per_emp,1550972641,298.91430754185956,risk,Экстремальная выручка на сотрудника при headcount=1. Вероятны транзитные операции или ошибка в данных.,critical,4,336015482,0,1,0,0.5233051374698264,0.6216687850594022,0.27907760832418327,0
C0226,ООО «Партнёр-Маркет-226»,2025,Республика Калмыкия,Грузоперевозки автомобильным транспортом,H5,rev_per_emp,1553353409,333.4712164716956,risk,Экстремальная выручка на сотрудника при headcount=1. Вероятны транзитные операции или ошибка в данных.,critical,4,295975413,0,1,0,0.6412911027849465,0.6951917370773285,0.0015350161163802944,0
C0227,ПАО «Логист-Логистик-227»,2023,Удмуртская Республика,Аудит и бухгалтерия,H3,net_margin,0.18568283828848967,-2.426815428040109,risk,Маржа ниже отрасли. Возможны операционные проблемы.,high,3,87742597,39715798,42,0.4526398734243072,0.32246091371104507,0.7459708114507039,,
C0227,ПАО «Логист-Логистик-227»,2024,Удмуртская Республика,Аудит и бухгалтерия,H3,net_margin,0.0235341157022956,-5.465103320308642,risk,"Маржа существенно ниже отрасли. Аномалия учёта, демпинг или скрытые расходы.",critical,4,8980741,0,37,0,5.7511685282985,1.610939693064559,-0.19243856893482114,-0.11904761904761907
C0227,ПАО «Логист-Логистик-227»,2024,Удмуртская Республика,Аудит и бухгалтерия,H4,financial_pressure_ratio,1.610939693064559,3.8959865614487748,risk,Повышенное финансовое давление по прокси-индикатору.,high,3,8980741,0,37,0,5.7511685282985,1.610939693064559,-0.19243856893482114,-0.11904761904761907
C0227,ПАО «Логист-Логистик-227»,2024,Удмуртская Республика,Аудит и бухгалтерия,H6,multi_flags,2,,risk,"Сработало 2 флагов (рисковых: 2): H3(-5.5), H4(fpr=1.61). Многомерная аномалия.",critical,4,8980741,0,37,0,5.7511685282985,1.610939693064559,-0.19243856893482114,-0.11904761904761907
C0227,ПАО «Логист-Логистик-227»,2025,Удмуртская Республика,Аудит и бухгалтерия,H3,net_margin,0.10612048254864588,-4.738753371447512,risk,"Маржа существенно ниже отрасли. Аномалия учёта, демпинг или скрытые расходы.",critical,4,34444428,7511851,38,0.21808610089271913,1.1223005938725417,0.9934212561306378,-0.14943898445745252,0.027027027027026973
